"V1" "V2" "V3" "V4" "V5" "V11" "V12" "V13" "V14" "V15" "V21" "V22" "V23" "V24" "V25" "V31" "V32" "V33" "V34" "V35"
"12789" 0 0 0 0 0 9 12 21 15 31 1 3 8 4 1 22 18 7 12 9
"12790" 3796 3063 4202 4060 2625 4549 4282 4297 3748 4154 3629 3870 3711 3931 3807 2641 2114 2626 2140 2339
"12791" 2742 3230 3548 2787 2517 1972 1687 1572 1890 1944 2161 2693 2029 2309 2357 2926 3093 3312 2954 3087
"12792" 2382 1852 2027 1725 1854 1296 1247 1088 1545 1279 1197 1474 1469 1239 1680 2113 2361 1934 1809 1850
"12793" 846 1270 1541 1061 874 1100 1512 1224 1178 1033 1018 1194 1650 1047 1137 1062 709 1181 1586 1275
"12794" 94 37 85 92 65 63 72 49 79 47 80 107 61 74 43 94 56 69 131 74
"12795" 136 111 128 58 123 192 49 142 60 65 184 106 85 168 75 63 98 52 52 51
"12796" 752 580 727 734 709 595 1113 957 889 725 756 534 578 717 634 747 806 639 744 744
"12797" 2269 1667 1635 1670 1802 1054 1418 1193 1352 1182 1848 1947 1503 2145 1619 2918 2526 2777 2342 2949
"12798" 488 375 416 335 581 507 424 356 348 676 288 239 363 376 214 164 281 345 476 471
"12799" 1532 1645 1388 1611 1560 1051 1140 734 1020 716 1231 946 1111 1176 1290 1267 1319 1455 1357 1107
"12800" 496 600 389 428 393 323 360 399 341 302 328 475 429 325 340 98 71 185 140 180
"12801" 529 595 530 498 621 524 442 368 389 304 673 391 623 568 463 429 319 547 592 268
"12802" 458 930 768 417 531 1114 1529 1046 1351 1291 953 1039 784 838 1032 853 854 980 1009 788
"12803" 213 168 277 233 224 131 100 170 241 164 424 465 522 358 350 239 214 246 318 219
"12804" 42 68 110 84 57 12 62 8 32 26 34 12 8 12 19 28 9 20 22 23
"12805" 312 444 272 260 462 628 516 616 577 679 451 263 542 525 502 287 330 279 327 377
"12806" 2068 1153 1685 1381 1198 1407 840 1178 1411 1005 1534 1371 1759 1544 1441 1215 775 760 1134 1015
"12807" 66 58 83 55 58 42 87 110 37 48 163 175 190 177 256 129 146 171 140 123
"12808" 10 11 22 13 22 56 36 26 22 27 32 26 52 39 37 49 95 30 24 42
"12809" 58 55 20 47 42 43 33 29 22 23 12 0 0 0 6 3 4 11 6 8
"12810" 845 689 915 861 947 575 624 583 772 594 430 578 872 417 702 603 732 582 691 710
"12811" 89 78 97 85 133 126 164 151 160 166 131 149 191 143 171 285 198 162 173 175
"12812" 85 154 133 144 139 110 27 133 49 60 203 120 260 151 154 15 47 29 31 12
"12813" 0 38 6 18 7 10 8 6 10 8 2 6 4 8 10 4 8 0 14 1
"12814" 62 69 102 22 96 214 148 117 121 77 210 332 371 352 323 179 192 146 235 223
"12815" 0 0 0 0 0 48 36 23 45 78 7 2 1 5 4 103 74 73 69 67
"12816" 58 24 21 7 38 67 14 22 42 64 60 80 84 21 36 37 35 47 36 52
"12817" 593 358 328 312 386 503 652 491 474 397 1072 755 639 737 820 458 433 411 339 536
"12818" 2288 1994 1757 2235 2455 2341 2042 1815 2414 1855 3111 3362 2790 2062 1963 2536 1789 2575 2091 1774
"12819" 8804 7676 10241 8087 7770 15318 14117 11656 10271 13714 9427 9055 9961 9077 8933 9434 8799 10350 10143 11131
"12820" 844 825 1303 1138 991 1967 1658 1594 1779 1547 660 789 729 646 874 421 808 935 1116 989
"12821" 1132 1508 1189 1494 1183 2454 1928 1419 2152 1215 2387 2000 2454 2071 2204 2396 1936 2077 1786 2049
"12822" 737 369 455 400 547 221 179 263 217 269 236 286 231 208 370 198 195 368 148 230
"12823" 28 28 21 18 11 6 6 18 12 6 2 2 13 5 2 26 37 33 29 19
"12824" 18 25 25 29 11 127 41 106 80 90 84 27 108 44 57 169 103 102 87 77
"12825" 14 15 6 9 13 47 11 22 23 29 0 0 0 0 0 2 11 2 4 0
"12826" 1243 1294 1306 1236 1221 1635 1435 1540 2009 1798 1785 1210 1522 1064 1274 1323 1694 1071 1824 1147
"12827" 22 6 26 9 8 3 6 12 2 7 3 3 2 1 19 5 16 18 13 27
"12828" 1197 1194 1645 1458 1550 1115 1362 1552 1557 1500 1674 1526 1347 1745 1762 1515 1431 1407 1780 1655
"12829" 4291 2945 3484 3374 3936 5416 5477 4073 5925 4908 3615 3154 3307 3614 3970 3918 2448 3244 3055 3486
"12830" 306 311 292 326 175 344 276 436 698 303 204 189 244 125 153 290 272 259 434 211
"12831" 82 81 70 98 81 95 160 97 49 107 186 216 219 228 171 54 109 78 56 91
"12832" 3174 3498 3893 4605 3504 1480 1785 1299 1398 1443 1734 1550 2591 2724 1915 2511 2735 2456 2246 2605
"12833" 2748 3119 2765 3238 3295 4011 3749 3692 3215 3535 2711 4702 3421 5289 2791 4157 3583 4430 3977 3965
"12834" 1271 1933 1291 2003 1488 1406 1351 1229 1550 1373 854 766 776 954 749 1917 1325 1702 1370 1510
"12835" 708 516 412 433 591 535 479 533 589 409 317 417 351 405 534 338 245 381 238 390
"12836" 1519 1458 2105 2088 1706 1837 1548 1951 1881 1894 1300 1627 940 1651 1408 1480 1303 2032 2002 2022
"12837" 1078 1276 1126 840 1168 920 1224 1215 1052 1296 838 976 1297 978 935 596 486 731 445 530
"12838" 1157 1365 1170 1440 1339 1224 1377 1836 1319 1767 1949 1359 1664 1645 1201 738 689 591 806 545
"12839" 254 319 214 305 155 261 149 140 225 155 169 256 271 95 143 49 89 34 24 84
"12840" 1085 1395 1033 1256 990 1032 850 913 866 771 1097 1248 1152 1240 1061 601 1347 695 1140 1368
"12841" 147 132 73 202 151 343 239 274 400 439 127 132 104 73 102 242 414 434 253 412
"12842" 14 19 11 20 17 52 29 7 16 15 37 28 69 35 65 178 190 321 221 126
"12843" 508 597 448 517 577 519 732 886 825 853 787 1014 829 680 889 929 953 925 786 822
"12844" 1590 1629 1688 1476 1165 1506 1353 1512 1313 1227 1649 1373 1580 1844 1961 1469 1037 1195 1463 1248
"12845" 242 373 349 379 366 516 363 440 346 382 681 402 385 560 441 352 303 322 401 354
"12846" 0 0 0 0 0 16 16 17 7 13 0 0 0 0 0 20 14 9 26 17
"12847" 464 644 421 574 546 268 309 302 218 341 396 271 233 290 189 311 236 270 328 331
"12848" 5036 6117 5097 5163 5674 4845 3623 3352 3035 3432 4811 4214 3940 4764 4974 2742 3424 3426 3954 2500
"12849" 66 23 107 75 198 25 49 48 25 25 105 45 115 137 96 80 47 43 66 48
"12850" 1415 1232 1446 1292 1560 681 1315 881 747 661 1062 1414 1560 1077 1336 1862 1313 1435 2094 2055
"12851" 1566 1388 1579 1321 1678 2535 2273 2032 2426 2355 1760 1549 1851 1430 1397 1892 2345 1890 1787 1998
"12852" 1288 826 1131 1487 905 908 845 911 940 1063 1148 1216 1104 865 1116 1339 774 768 1318 1326
"12853" 21 19 13 54 36 15 77 43 34 51 203 131 148 206 156 32 19 8 13 15
"12854" 113 77 142 46 154 396 248 174 363 356 88 94 93 74 79 229 219 257 259 276
"12855" 925 1209 1048 1093 1633 1809 1786 1870 1833 2424 1535 1664 1861 1674 1584 1929 1536 1600 1990 1783
"12856" 4689 3507 2551 3483 3661 3126 3783 3735 3346 4014 3972 5551 4396 4287 4282 3333 3396 3528 3323 4418
"12857" 163 82 201 115 179 123 72 56 81 94 127 67 53 71 94 211 142 163 141 100
"12858" 288 225 264 352 286 141 162 271 329 298 257 113 76 169 214 397 353 170 421 332
"12859" 975 793 810 694 954 1289 868 882 875 1039 691 830 967 858 705 768 896 673 808 704
"12860" 379 499 591 623 529 314 335 191 304 378 252 370 335 360 308 251 317 315 219 300
"12861" 1059 1085 1301 1259 959 1091 1049 880 727 1021 825 919 679 607 664 1124 984 1133 988 1561
"12862" 1164 735 732 956 897 542 385 439 536 364 582 447 469 392 516 865 1027 593 600 610
"12863" 40 45 49 89 91 196 207 171 248 219 143 172 135 198 100 25 37 48 38 92
"12864" 27 28 65 12 22 100 113 105 63 101 48 36 39 28 45 26 11 25 26 58
"12865" 244 217 271 266 291 566 475 350 616 562 434 510 354 418 296 723 821 638 704 647
"12866" 5144 5909 6377 4818 4400 5734 8742 5310 6423 7290 4771 6198 3809 5405 4446 6519 7027 6656 5447 5483
"12867" 376 452 375 368 335 150 249 149 58 141 96 78 104 65 93 284 318 291 609 290
"12868" 180 68 102 160 65 118 46 54 49 66 72 102 54 67 112 70 84 84 70 58
"12869" 0 0 0 0 0 0 0 0 0 0 3 7 2 8 0 8 25 38 26 22
"12870" 1581 1266 1482 1608 1763 2339 1501 1750 2052 1828 1052 996 1517 901 1156 2082 2093 2025 1506 1786
"12871" 2692 2125 2179 2823 1995 1363 1312 1351 1343 1316 2527 2764 1742 1715 1727 2281 2532 2037 2399 2208
"12872" 1697 1763 1635 1397 1584 1004 2217 1756 1765 1788 1681 1781 1366 1231 1618 2117 1514 1979 1648 1700
"12873" 2668 2722 2789 3936 2779 3332 5804 3526 4068 4757 3338 3351 2694 3144 3544 3561 3702 4197 3552 3214
"12874" 1900 2077 2239 1702 1693 2484 2267 2259 1617 2823 2572 1914 1697 1733 1178 2040 2060 1380 1580 1938
"12875" 5512 5085 5070 4614 5621 3644 6347 4289 5377 4861 5367 5166 4462 5784 5400 4334 4512 4533 4860 4923
"12876" 1069 892 862 954 906 884 963 1161 918 1608 1172 744 1059 614 1023 813 1405 1118 1144 1166
"12877" 1035 1076 1461 1101 1736 1364 1104 1275 943 1863 1446 1202 1359 1527 1226 924 951 755 924 597
"12878" 0 0 0 0 0 10 4 2 6 5 5 3 0 2 4 7 3 4 27 2
"12879" 283 235 348 105 286 349 412 124 395 398 196 294 290 228 290 264 222 291 232 146
"12880" 301 204 196 324 247 296 185 190 228 263 351 550 338 346 303 302 248 444 231 369
"12881" 663 837 690 925 745 670 824 952 973 759 883 876 803 1039 998 1410 1456 771 959 1210
"12882" 297 233 451 263 182 476 702 579 665 482 134 112 126 140 154 631 572 618 426 564
"12883" 407 465 302 742 475 577 523 401 681 611 475 358 409 431 377 405 423 364 337 467
"12884" 10 66 36 47 65 0 0 0 0 0 81 24 26 36 36 20 28 66 30 49
"12885" 1070 1017 1288 960 792 1041 1364 991 789 834 741 955 1028 1110 976 1071 1603 1136 1683 1690
"12886" 2644 1942 2381 2265 2479 2505 2416 2561 2310 2988 982 1531 1349 1166 1224 905 1118 986 890 1046
"12887" 136 219 250 196 261 340 535 383 353 427 312 397 407 387 265 519 394 304 565 308
"12888" 3167 2743 3778 3754 3730 2346 2728 3424 3252 2862 2453 2162 2745 2516 2727 2153 1542 1962 2463 1837
"12889" 393 520 413 360 413 238 240 249 266 366 172 203 160 142 213 196 287 160 222 186
"12890" 587 626 634 719 650 1196 1283 1305 1276 933 652 798 671 781 630 611 706 602 456 561
"12891" 298 366 268 220 339 351 355 394 310 354 196 132 125 166 137 281 274 152 182 173
"12892" 49 41 75 56 44 248 183 225 131 184 66 67 59 24 139 168 231 109 189 162
"12893" 2003 1271 1567 1756 922 1005 1037 901 1049 1100 2108 2030 1946 2363 2292 1215 1231 1079 1389 1650
"12894" 2036 2273 2151 1675 1907 1200 1190 1137 1171 1137 1542 1690 1927 1883 1665 2056 1976 2161 2247 2354
"12895" 21 45 30 13 43 1 7 7 3 3 82 60 160 92 66 28 9 2 52 7
"12896" 1506 1099 1380 1360 1388 909 834 934 1055 902 768 792 852 1252 889 1114 1519 1223 1381 1625
"12897" 381 386 344 452 523 559 539 569 613 562 483 340 357 428 180 429 426 282 275 342
"12898" 6836 5664 6072 5715 4730 5412 5895 6505 8122 5196 5429 5123 4452 8321 7126 5426 5648 4011 5283 5802
"12899" 344 353 342 355 281 373 488 519 426 606 326 578 633 399 341 319 349 661 508 341
"12900" 126 212 168 159 146 86 62 68 75 114 104 36 59 70 30 79 70 74 72 82
"12901" 6529 5910 6521 6815 6332 9082 6077 9656 8091 6530 7660 6803 6876 8318 6950 5586 7056 5649 5976 5055
"12902" 137 163 88 133 144 102 170 134 145 109 79 199 300 148 163 103 139 116 98 84
"12903" 5044 3185 3634 4306 4181 3919 2877 3949 3851 4052 4410 2917 3626 2894 3156 5105 4513 3998 5464 4204
"12904" 4796 4232 4352 4306 3731 3980 4676 4740 4214 3983 3518 3507 3727 4503 3891 3633 3951 4618 5320 4279
"12905" 387 501 420 418 448 224 327 271 311 364 304 207 294 264 391 161 174 205 242 353
"12906" 5833 6756 7384 7631 7290 5642 7602 5699 7383 6187 6296 8026 4205 6168 4544 5575 4388 4186 4545 7298
"12907" 56 35 33 47 69 0 0 0 0 0 42 43 9 19 13 0 0 0 0 0
"12908" 93 103 105 133 78 285 157 210 153 135 273 152 307 301 294 284 230 128 206 148
"12909" 3570 3519 3750 3377 3626 3611 2748 2762 4137 4735 3963 3240 2701 2943 2872 5285 4165 5714 5459 5721
"12910" 536 487 411 353 491 541 442 648 519 420 243 380 133 292 134 202 171 159 163 148
"12911" 2741 2912 3303 3106 2702 2416 2414 2117 2346 2837 3002 2192 2963 2220 2607 2186 1871 2419 1554 2295
"12912" 3350 3359 2596 3578 3191 3370 3948 2985 2909 3449 2574 2439 2456 2302 2588 4691 3950 4214 3542 4510
"12913" 112 75 91 115 130 108 94 88 85 96 110 210 170 111 172 124 93 147 129 89
"12914" 407 393 330 496 286 333 290 246 279 327 230 240 294 358 182 237 275 402 223 281
"12915" 352 338 316 274 217 581 572 551 457 509 426 534 421 405 199 468 490 500 335 595
"12916" 987 768 949 641 911 541 849 1109 576 533 592 838 363 503 777 602 670 550 871 799
"12917" 1974 2621 2717 2307 2463 4279 2529 3707 3598 3729 5321 4751 3620 3049 4101 2995 3453 3006 3938 3325
"12918" 143 168 140 137 276 236 177 332 338 179 65 83 102 74 177 187 127 196 113 101
"12919" 1565 1766 1499 1623 1579 1714 1310 1520 1388 1126 1561 1572 1623 1328 1579 1362 1404 1489 1213 1305
"12920" 6839 5616 6541 5606 4332 3269 3016 3983 3269 4120 6781 5209 4405 5792 6056 6766 9959 6378 6979 7615
"12921" 526 570 466 582 497 323 371 535 321 371 498 599 551 609 575 329 388 441 525 412
"12922" 15390 18179 18552 15929 21287 23482 21919 21855 22552 25855 15256 14790 16057 15651 16860 19399 17749 28310 20330 18362
"12923" 1441 1338 1602 1196 1575 1582 1699 1569 1264 1613 3118 2554 3709 1696 3609 3050 1538 2609 2240 2403
"12924" 1060 1482 1641 1921 1735 2609 1843 2490 2969 2258 1691 1984 2200 1796 1892 2301 2239 2290 1791 2071
"12925" 1323 1726 1265 1545 1026 1591 1610 1942 2100 1782 1984 2022 2247 2228 1279 2139 2839 2474 2218 2229
"12926" 1622 1710 1624 1721 1689 1562 1595 2269 1600 1598 1836 1684 2310 1894 1633 1081 1025 870 960 987
"12927" 5328 4354 5630 4507 4773 3947 3465 3499 3447 3552 3999 4228 3834 3189 4203 4282 4188 3519 4747 4340
"12928" 2114 2583 1949 2622 2742 1905 1959 2471 2096 2228 3881 2774 3226 3347 4438 4804 4243 3799 3541 5108
"12929" 1250 1969 1196 1051 1388 1734 1418 1684 1889 1519 1614 1937 1722 1780 1536 390 663 490 366 279
"12930" 4541 4766 4820 5621 4741 3510 4555 2864 3528 3719 5475 4617 5002 5653 4540 3056 3953 5156 4389 4864
"12931" 2307 1780 2010 1681 1975 3505 2405 2678 2361 3179 1605 1720 1740 1750 1738 1809 2285 1960 2157 1843
"12932" 1475 1764 1890 1842 1600 1711 3347 1587 2203 2593 1636 2153 2136 1813 2203 1478 1533 1530 1868 1921
"12933" 0 0 0 0 0 1 8 3 19 7 0 0 0 0 0 0 0 0 0 0
"12934" 1829 1351 1313 1919 1335 1764 1462 1439 1776 1079 1177 1566 1326 1176 1675 1913 1512 1516 2075 1839
"12935" 1819 2334 2116 2882 2286 1454 1420 1661 1712 1408 1485 2051 2057 1134 2063 2199 1824 1802 1749 1955
"12936" 677 881 878 823 797 405 422 432 497 369 1167 1205 1517 1028 1169 687 593 563 588 462
"12937" 1933 2121 1405 2081 1590 2427 2296 2188 2844 1965 2792 2698 3042 2909 2988 2104 2190 1944 2429 2041
"12938" 36 22 38 22 31 60 108 272 71 96 67 43 66 52 77 15 22 32 34 34
"12939" 5349 5377 6405 5274 7150 7943 7594 9092 7474 7989 11572 11523 8021 11412 10500 3987 4552 3777 4560 3608
"12940" 335 325 283 324 354 146 122 129 101 124 435 331 286 302 193 187 210 91 275 244
"12941" 242 274 299 244 265 190 215 166 410 208 253 345 210 360 228 275 326 334 362 340
"12942" 304 441 288 219 333 603 537 375 311 307 213 203 169 176 187 315 398 408 292 360
"12943" 997 1471 1091 1089 1460 1453 2080 1861 1882 1789 1982 1644 1748 1151 1319 1264 1532 1149 1258 1105
"12944" 7796 7187 8763 10661 9821 13456 12100 10176 11075 14166 12105 9914 8675 13680 11675 10168 9636 9829 10185 9426
"12945" 687 523 474 505 570 633 505 622 808 620 792 821 661 632 633 581 419 677 597 720
"12946" 3458 2814 4458 3954 4228 2255 2190 2203 2205 1749 3317 2419 2425 2376 3365 2265 1919 1835 1794 1829
"12947" 37 28 36 122 45 47 63 23 16 36 31 45 9 35 16 14 20 6 6 6
"12948" 518 502 597 664 571 191 292 246 337 318 791 776 624 488 551 526 486 533 478 419
"12949" 1575 859 1857 1158 1039 1193 1491 922 1164 1227 1149 941 988 1142 986 1198 1281 1195 1463 1437
"12950" 3844 3737 3890 3392 3673 4220 6069 4204 4247 4183 4158 5844 4984 4266 4254 4339 4339 4380 3828 4317
"12951" 729 534 798 738 884 620 846 736 638 959 1617 2025 1129 1633 1702 1242 793 969 803 1044
"12952" 208 88 224 302 226 437 496 345 428 271 297 307 334 337 194 319 186 176 336 188
"12953" 585 735 751 620 767 825 786 585 788 603 636 572 597 982 706 561 702 582 575 507
"12954" 7267 6794 7555 5344 7560 6095 4759 5662 6140 6857 5544 5976 6504 5931 6504 9641 7449 5941 6119 3748
"12955" 69 52 52 24 144 138 133 131 116 156 69 128 34 95 62 112 50 63 111 91
"12956" 1414 1392 1429 1215 1212 1215 1338 1196 1363 1162 994 772 1262 1304 1046 1962 1665 1791 1466 1706
"12957" 1052 857 1075 667 971 1008 956 897 855 1181 644 605 625 674 743 813 846 954 793 944
"12958" 133 218 171 254 96 498 358 669 528 621 312 287 423 296 463 219 351 308 311 271
"12959" 303 281 347 349 270 569 526 1189 528 436 490 370 708 397 494 272 151 288 201 253
"12960" 251 186 245 294 215 288 300 441 205 196 364 247 350 233 260 108 158 196 184 183
"12961" 579 822 538 539 533 1160 1380 931 919 1252 568 723 540 694 725 434 418 550 804 408
"12962" 766 719 749 948 517 1426 1400 1220 880 1171 532 461 452 476 604 442 694 612 498 287
"12963" 2039 1956 1445 2038 1934 1097 1282 1380 1014 1282 1572 1653 1392 1463 1547 828 885 1040 909 1013
"12964" 1702 1647 2234 2285 1510 2095 2183 2084 2213 2896 990 1838 1201 1369 1766 1788 1789 1526 1507 1681
"12965" 250 438 212 257 156 199 264 211 128 180 304 409 583 429 330 381 453 401 367 410
"12966" 367 642 585 582 660 382 393 346 343 403 323 209 332 603 316 322 391 421 294 357
"12967" 2920 3028 2973 3022 3212 3117 3486 2429 3667 3489 4171 4048 3647 2892 3805 2741 3017 3009 2859 3268
"12968" 5646 5456 4723 4137 4475 4391 5664 5665 4195 4716 5131 4377 5126 5333 3990 4699 3624 4801 6398 4828
"12969" 8068 12315 8297 8946 10549 9325 9208 9402 9085 9834 5421 6327 5822 6613 6851 6461 7326 9106 8708 8365
"12970" 21 6 23 8 10 54 113 81 58 88 31 27 25 12 19 30 40 47 20 22
"12971" 2068 2555 2031 1357 1532 1478 1495 1636 1692 1522 1640 1380 1513 1438 1359 2052 1524 1871 1283 1716
"12972" 832 819 1037 981 1220 1840 1658 1792 1742 2510 1934 2152 1550 1982 1947 1395 1296 1474 1325 1600
"12973" 82 113 82 114 54 63 70 42 37 88 29 67 33 43 31 44 46 44 12 52
"12974" 377 172 167 250 231 217 187 188 200 139 149 92 160 67 111 248 151 269 340 200
"12975" 3027 2710 2321 3680 2713 3097 2737 3170 3423 3185 2128 2441 2322 2174 2845 2560 2240 2571 3395 2528
"12976" 170 195 107 154 305 92 77 95 64 113 265 482 213 264 209 97 81 208 84 196
"12977" 4170 5835 5714 4368 5736 3489 3395 3845 2652 3424 4901 6354 5450 5661 4619 4408 4520 4660 5972 5035
"12978" 3355 3432 2243 2979 2223 2635 2432 2435 2208 2378 2659 2238 1931 2538 2735 2643 3290 2854 2411 2463
"12979" 229 364 293 289 313 298 299 277 265 338 238 170 203 232 270 335 358 280 297 324
"12980" 103 52 71 38 45 173 202 234 223 131 36 41 38 27 27 26 52 38 43 14
"12981" 115 79 62 94 109 80 84 108 141 65 83 95 84 58 102 103 49 53 57 79
"12982" 134 91 136 163 151 132 89 44 182 122 179 120 137 143 218 71 61 91 99 146
"12983" 1286 1214 1066 998 1235 2973 2936 3048 3083 2681 2311 1979 1950 1866 1953 1936 1854 1721 1887 1897
"12984" 55 50 88 73 70 70 64 52 51 95 132 252 168 121 97 192 229 134 127 149
"12985" 1255 721 1203 1258 1102 1004 1291 1060 958 995 1004 984 799 768 831 1621 1543 1777 1138 1503
"12986" 104 120 65 92 109 274 277 189 243 229 127 87 73 89 140 404 245 377 409 414
"12987" 684 697 816 951 614 661 559 845 588 613 724 549 723 686 816 942 711 537 715 813
"12988" 1450 1369 996 1346 1475 845 613 690 902 661 1277 1178 1315 1296 1242 1053 787 920 1006 769
"12989" 856 1374 615 1341 867 1031 1420 1261 1260 1316 1007 1165 1524 776 1198 803 845 1024 968 1040
"12990" 40 82 53 28 15 102 127 111 33 129 20 51 50 32 13 44 36 31 19 72
"12991" 2937 3026 2800 3381 2724 3191 4268 3249 3633 2435 4322 5399 4593 2533 4328 4469 4210 4090 3561 3870
"12992" 1068 1040 1020 1154 1043 1867 1870 1968 1805 1744 1984 1557 1634 1936 1691 1857 2417 1889 1850 2174
"12993" 111 20 68 165 56 6 12 17 16 11 54 44 45 67 31 56 39 40 41 40
"12994" 3 24 12 15 8 0 0 0 0 0 19 33 38 41 52 8 24 23 53 34
"12995" 1432 1503 1390 1824 1347 1334 942 1677 1039 1353 1517 1466 1484 1440 1100 2129 2161 1156 1549 1588
"12996" 31 26 26 20 26 5 14 2 16 2 20 11 18 12 10 6 12 9 0 8
"12997" 62 44 89 113 31 49 18 51 17 62 89 57 33 47 31 10 7 14 6 15
"12998" 4678 4418 4426 4464 3575 6715 7760 4512 5403 5784 5827 8912 6229 6389 5427 5834 5313 6505 5433 6599
"12999" 254 161 114 91 131 202 146 264 192 144 216 229 248 231 202 563 316 355 459 301
"13000" 65 94 24 67 62 81 226 161 187 221 28 27 22 34 64 66 60 45 41 27
"13001" 2293 1916 2120 2044 1906 2274 2400 2658 2123 2411 2355 2253 2962 2542 2159 2267 2744 2504 2608 2573
"13002" 66 150 202 169 118 286 260 533 296 216 88 103 90 103 88 82 58 44 67 76
"13003" 927 861 920 1072 1077 2017 1866 1414 1900 1719 1127 1723 1378 2535 1405 1261 1206 1205 1383 1123
"13004" 1244 1800 1393 1553 905 1944 1822 1525 1435 1973 1046 821 987 833 1368 950 877 847 860 1082
"13005" 2432 3148 2943 3592 2922 2748 1791 2802 2517 2568 2618 2317 4518 2354 2593 3137 3129 3809 3097 2790
"13006" 489 522 477 591 395 648 656 802 660 807 1150 1157 1204 1390 1151 630 506 296 810 676
"13007" 3436 2641 3689 3409 3088 4206 4209 5171 3599 4339 2580 3378 2788 2432 3323 2700 3468 3513 2824 3046
"13008" 53 72 30 17 63 94 179 222 233 169 43 38 58 108 54 101 90 75 101 97
"13009" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 4 13
"13010" 82 103 97 101 106 21 35 56 17 17 101 96 56 64 63 77 74 77 113 70
"13011" 2907 2697 2615 1761 2862 2237 2806 2321 2030 2669 1425 2479 1727 2890 2799 3546 3478 3271 3897 3904
"13012" 20 16 19 11 32 11 16 21 42 8 37 27 30 13 16 13 7 12 13 11
"13013" 264 174 257 210 165 318 228 231 163 143 222 176 334 149 283 266 171 276 268 99
"13014" 2593 3983 3146 3702 3069 3983 3257 3857 4053 3896 4437 4801 3494 4492 4975 3099 3562 3147 3358 4091
"13015" 471 335 302 219 153 366 456 317 221 302 137 93 158 217 112 319 141 155 221 222
"13016" 2128 2255 1734 2284 2177 1534 2087 1489 1933 2133 2333 2327 2225 1918 2016 2110 1736 1958 1984 1908
"13017" 51 67 86 38 27 82 113 144 114 68 72 105 104 82 92 99 70 125 84 95
"13018" 442 407 371 513 449 414 454 437 479 507 424 541 662 499 584 414 456 453 591 372
"13019" 373 259 276 214 245 366 291 410 293 308 389 364 470 437 424 259 105 157 130 111
"13020" 0 0 0 0 0 84 54 79 61 142 63 125 36 90 48 12 12 7 2 9
"13021" 1811 1638 1582 1658 1782 2044 2160 1933 2133 2543 2108 2422 2139 2239 2596 2137 2389 2487 1923 1981
"13022" 735 449 684 523 550 333 428 372 352 292 692 404 643 452 396 385 375 445 462 408
"13023" 2377 1958 1894 2533 2012 2994 2580 2636 3002 3660 1811 2382 2571 2019 1787 2715 2385 2734 2825 3532
"13024" 596 433 466 434 640 672 641 719 817 979 709 907 750 588 791 799 750 834 702 776
"13025" 370 342 443 323 458 387 606 420 447 483 787 645 499 640 653 292 616 586 383 444
"13026" 165 249 201 164 157 581 541 390 621 750 440 651 500 621 293 543 238 221 400 495
"13027" 4627 3831 4180 3806 3850 2333 3033 2491 2914 3250 3142 3333 2787 2659 2453 2048 1637 2223 2679 2196
"13028" 14 15 12 5 10 28 9 27 14 20 9 12 4 10 8 0 0 0 0 0
"13029" 37 36 41 41 43 154 122 100 93 105 144 78 80 107 132 51 56 52 52 50
"13030" 3 20 18 18 4 29 43 12 32 24 0 0 0 0 0 1 3 7 2 10
"13031" 97 203 198 163 149 156 133 110 167 89 104 108 78 73 106 82 47 65 65 56
"13032" 804 714 1118 734 710 610 613 942 1226 869 1224 1235 1381 789 1294 694 821 630 499 495
"13033" 25 4 8 6 19 11 13 15 7 18 53 37 46 34 41 68 188 156 99 96
"13034" 92 51 26 70 44 398 253 250 406 201 240 227 204 320 255 125 166 182 134 152
"13035" 267 204 230 236 383 219 95 127 218 236 253 190 356 599 240 170 181 275 157 154
"13036" 2243 3284 3265 2136 2522 2857 1899 2750 2544 2586 2083 2345 2115 1762 2279 1627 1661 1970 1668 1567
"13037" 2458 2851 3007 2913 2554 1726 1906 2136 1636 2110 1974 2890 1595 1997 1661 2552 3272 2938 3142 3290
"13038" 21 43 56 86 35 30 29 22 18 12 88 40 15 28 38 54 37 36 36 27
"13039" 10432 10081 11580 12818 11823 11727 14261 12134 15107 10307 11833 9577 11876 7878 11193 8464 13610 8531 10778 11534
"13040" 343 708 251 449 313 988 775 964 773 809 569 428 469 500 563 498 472 703 436 581
"13041" 1515 1570 1275 1130 1002 689 1002 1054 1110 936 1299 1290 630 1155 809 1623 1264 1183 1423 1374
"13042" 3203 3473 3340 4469 3145 2322 2156 2344 2552 2310 4431 4735 4818 4118 4200 4459 4084 4539 5305 4062
"13043" 136 138 175 117 112 99 149 131 135 132 318 271 220 387 396 118 164 136 231 117
"13044" 7438 9113 8275 8284 8385 6022 5762 9039 7135 5669 4373 3822 7171 8252 4477 6768 6162 6559 6296 6796
"13045" 3325 3767 3277 4821 3641 4414 4414 4394 4266 3541 4556 3724 4323 4441 4832 4244 3774 5164 4369 4042
"13046" 6510 7434 6851 8838 5377 3143 3832 3342 4647 5375 6916 5724 4818 6710 5464 5828 6025 6801 7610 5008
"13047" 14130 15282 12757 12076 14310 11647 10115 11584 10029 10703 10734 9686 10922 8661 10972 10624 12879 13854 14113 10105
"13048" 2387 3138 3130 2561 3067 2301 2371 3027 2723 2619 2165 3712 3015 3978 2694 1801 1998 1937 1918 1788
