"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_15644" 833 1016 1150 731 673 834 487 761 670 718 874 680 416 386 341 472 325 364 655 753 595 654 723 841
"gene_15645" 4 10 5 0 5 8 15 31 26 15 19 31 0 0 0 0 0 0 7 8 3 8 2 10
"gene_15646" 20 22 15 10 12 10 2 6 4 10 2 16 9 12 6 16 15 10 0 0 0 0 0 0
"gene_15647" 1255 1492 1404 1800 1295 939 1196 1393 1333 2016 1648 1714 752 757 858 809 741 547 2494 2488 2291 2543 2092 2377
"gene_15648" 536 357 463 565 472 296 135 165 266 236 154 199 452 539 364 626 279 431 241 238 203 346 321 222
"gene_15649" 983 1123 931 1017 1035 980 965 1144 1029 1024 1112 1101 831 777 644 725 787 873 1087 1087 1423 1152 1185 1063
"gene_15650" 749 949 686 829 988 891 645 434 761 587 574 553 796 671 559 469 562 600 654 756 751 781 834 805
"gene_15651" 5464 5704 6121 6336 6815 6692 5060 7125 5849 6502 4020 7008 4991 6314 6599 7161 5056 7023 5538 5677 5764 4816 5822 5335
"gene_15652" 2777 2398 2909 2990 2577 2901 3592 3435 3312 3518 3011 3355 4407 4797 3237 3256 3334 3615 3079 3126 3294 2822 2834 3006
"gene_15653" 644 516 844 598 565 557 937 716 401 664 780 631 850 894 779 833 787 619 434 430 270 517 409 295
"gene_15654" 3499 3652 3397 3450 2966 3701 3435 3973 3154 3685 2916 3789 2943 3621 3505 3605 4218 2210 2883 2838 3368 3496 3246 2915
"gene_15655" 6 12 9 5 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_15656" 27 16 48 21 19 11 17 13 11 4 8 8 77 76 65 36 126 60 48 67 62 51 65 85
"gene_15657" 457 521 406 458 464 471 172 171 194 142 74 161 260 152 186 159 307 214 383 197 280 184 341 194
"gene_15658" 220 247 109 218 227 111 346 365 277 460 231 330 322 215 349 263 268 213 335 190 186 190 221 203
"gene_15659" 1766 1223 1724 1545 1539 1087 1311 1404 1453 1226 1240 1131 1642 1873 1828 1847 1600 1465 1853 1843 1795 1917 1759 1828
"gene_15660" 408 320 325 369 558 285 505 492 505 432 520 442 209 258 241 252 268 227 191 95 267 234 297 162
"gene_15661" 355 377 301 364 249 400 1372 939 779 911 1062 1012 626 832 990 516 824 1204 1589 1495 1650 1392 1596 1260
"gene_15662" 298 247 394 521 427 577 615 550 717 459 541 822 652 809 903 538 527 604 415 651 577 545 737 658
"gene_15663" 1146 1182 1475 1396 1580 1223 1754 1919 1820 1438 1555 1831 1202 1132 1328 1106 1489 1277 1070 1448 1335 1857 1164 1145
"gene_15664" 1662 1566 1579 1685 1586 1467 2405 1823 2023 1927 2030 2078 1890 1736 1844 2134 1724 1599 1568 1654 1844 2096 1441 1440
"gene_15665" 1912 1711 2032 2093 1810 1696 1174 994 1329 1179 1323 1079 1149 1389 1482 1525 1507 1551 1450 1046 1565 1498 1565 1479
"gene_15666" 15460 14898 18951 15944 17880 15278 14390 14752 16525 16133 15933 16492 12131 11790 13242 10683 12154 11582 16976 20370 15228 17085 18801 18262
"gene_15667" 37 17 17 16 12 46 44 48 20 38 21 11 22 27 25 18 64 49 0 0 0 0 0 0
"gene_15668" 3703 3680 5400 4662 4310 3971 3935 4104 3723 3008 3575 3839 3080 2866 3456 4136 3381 3430 3833 3544 3713 3807 4114 4506
"gene_15669" 3190 4764 3126 3645 3631 3521 2356 1859 3342 3105 2402 1956 1881 2468 1942 1794 2016 2078 2080 4286 2567 2064 3710 3801
"gene_15670" 535 528 495 416 574 481 385 296 641 337 439 337 524 435 601 491 529 539 610 746 795 536 407 738
"gene_15671" 794 737 591 795 722 539 542 390 937 664 614 456 604 1081 889 821 760 920 1229 1037 970 1227 934 777
"gene_15672" 0 0 0 0 0 0 0 1 4 4 1 6 4 1 1 2 0 8 1 0 7 0 4 1
"gene_15673" 5011 4797 4660 4381 4220 3674 3844 4237 5009 4760 4516 6215 2775 2865 3054 2448 3001 3343 4277 5963 5336 4200 3288 3222
"gene_15674" 123 174 204 170 214 100 29 36 57 40 36 36 14 15 1 25 8 11 54 19 69 91 34 44
"gene_15675" 147 196 235 242 282 185 145 195 251 223 144 290 223 174 218 313 239 209 88 129 106 65 93 51
"gene_15676" 2086 2935 2164 2960 3167 2483 3306 3457 3334 2349 3152 2764 2184 2627 2276 2103 2175 2249 2156 1988 2366 2095 2739 2098
"gene_15677" 1168 1054 981 1115 969 1097 436 634 440 418 581 494 556 431 415 564 384 369 742 653 679 542 531 498
"gene_15678" 1113 663 851 988 952 1125 881 596 681 670 781 764 1019 1132 1049 1173 982 987 829 891 1066 1154 956 1030
"gene_15679" 824 618 671 702 762 949 524 933 402 452 471 678 329 239 473 431 398 432 677 857 914 755 614 776
"gene_15680" 2636 3523 3097 4495 2875 3268 2684 2698 3355 3566 3507 2902 3275 3933 3997 3124 4137 3712 3195 3397 3423 2548 2709 2315
"gene_15681" 5558 5042 4839 5007 7792 6138 5063 5396 5904 5424 7858 7816 4238 3919 5398 4163 5368 5966 4152 3882 5227 3759 5084 4239
"gene_15682" 0 0 0 0 0 0 8 19 6 37 11 13 0 0 0 0 0 0 0 0 0 0 0 0
"gene_15683" 346 592 690 361 885 503 168 315 284 335 430 157 421 446 337 484 537 370 132 158 160 167 174 188
"gene_15684" 34 21 39 28 66 44 151 199 180 132 233 175 29 25 46 49 43 51 70 116 85 192 87 88
"gene_15685" 358 228 242 424 358 290 476 333 266 434 380 291 370 452 493 348 606 404 248 212 254 308 337 224
"gene_15686" 10 10 24 13 19 10 41 98 13 55 14 74 50 63 22 52 38 55 11 26 5 12 5 15
"gene_15687" 838 804 812 941 726 569 740 612 846 1081 706 893 862 828 864 836 663 791 1083 737 759 935 818 904
"gene_15688" 559 337 446 495 855 524 264 238 294 280 305 293 550 662 519 420 443 489 485 409 393 471 623 532
"gene_15689" 341 309 374 405 337 360 259 310 107 277 155 193 345 268 299 249 234 277 86 115 96 185 191 200
"gene_15690" 10 7 10 12 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_15691" 371 379 268 241 212 260 229 449 420 377 379 188 329 143 203 313 244 221 311 233 267 236 394 301
"gene_15692" 221 216 240 255 259 262 322 366 489 410 400 310 554 528 719 661 618 631 539 569 519 564 606 737
"gene_15693" 214 294 224 151 179 166 658 679 639 630 609 920 400 328 420 374 404 361 307 249 358 264 356 537
"gene_15694" 65 129 125 129 162 137 122 323 211 162 212 144 147 291 239 184 273 197 163 207 178 126 128 145
"gene_15695" 9196 7749 6705 9454 6624 8069 8011 8459 8951 9191 9008 9350 6331 6185 5406 7304 8053 7357 7208 8114 7089 7521 8382 8413
"gene_15696" 341 458 328 386 444 401 633 469 582 634 473 466 194 574 214 409 314 307 524 937 851 553 760 705
"gene_15697" 9569 13346 9771 9888 9839 9594 7796 8321 10618 8829 7065 5694 10181 9592 10628 10088 7447 10690 9426 10126 9023 7762 10274 8826
"gene_15698" 0 0 0 0 0 0 4 29 2 4 3 2 47 34 8 20 9 24 0 0 0 0 0 0
"gene_15699" 196 239 206 224 136 210 389 348 352 369 258 283 395 197 245 221 339 181 189 224 292 142 140 119
"gene_15700" 306 190 187 140 263 125 251 259 226 250 326 217 418 267 252 300 410 228 283 151 366 188 305 195
"gene_15701" 370 444 406 480 580 234 306 421 339 343 358 223 747 770 759 436 535 640 972 955 1114 849 1102 1012
"gene_15702" 19 12 16 25 32 22 0 0 0 0 0 0 7 8 10 11 9 4 0 0 0 0 0 0
"gene_15703" 4823 5747 5967 5035 5270 5082 6605 7360 6257 7090 5147 5263 5070 5183 7611 4414 6294 6241 4133 4319 4833 4509 3778 5331
"gene_15704" 1902 1739 1949 1615 1773 1583 1623 1576 1805 1614 2168 1885 1533 1576 1488 1652 1843 1834 1851 1614 1627 2039 1907 1575
"gene_15705" 53 28 23 12 93 84 58 48 81 70 72 102 10 6 16 24 5 27 15 10 10 8 16 39
"gene_15706" 289 353 309 392 294 259 160 141 75 146 167 143 39 94 73 62 59 121 120 164 108 152 164 112
"gene_15707" 179 194 194 260 300 185 502 487 684 785 542 773 379 263 212 218 281 349 160 194 215 270 94 182
"gene_15708" 75 116 93 101 89 100 62 60 48 63 117 94 194 100 173 108 94 140 95 54 113 128 59 59
"gene_15709" 3068 3572 2490 2612 2548 2516 1879 2041 1789 2359 1419 3163 3387 3291 3732 3221 3917 2275 3138 2878 3360 3184 3967 2433
"gene_15710" 4659 6286 4916 5524 5763 5734 6698 5806 5855 6662 6592 6612 5911 6686 5472 5647 3896 6121 5354 9421 6583 5935 6576 6230
"gene_15711" 733 998 800 674 738 570 797 841 613 764 770 559 697 855 802 989 953 1022 1131 1317 1239 1191 1923 1058
"gene_15712" 4661 4335 6109 5153 5871 3517 3679 2767 3759 3852 4200 3528 4029 3514 3080 3594 4689 3583 2805 3550 4923 3385 4552 4276
"gene_15713" 695 591 715 519 453 633 150 367 328 525 546 441 414 401 404 366 440 357 326 289 512 327 364 280
"gene_15714" 1124 1355 1060 1115 1360 1259 721 505 914 962 321 713 627 708 628 727 594 452 549 376 437 614 539 358
"gene_15715" 994 880 890 1006 874 1001 293 326 351 377 361 332 1159 1065 1163 1025 1074 987 231 175 276 408 369 271
"gene_15716" 960 668 636 957 672 549 556 432 588 492 601 581 529 646 977 662 1173 849 755 892 758 791 798 632
"gene_15717" 174 125 282 252 191 186 224 173 311 427 404 401 311 304 331 471 325 413 46 59 51 76 84 130
"gene_15718" 2 10 4 4 6 2 34 54 39 25 31 43 18 24 35 15 27 12 20 14 8 12 7 16
"gene_15719" 305 157 197 191 229 261 310 189 194 253 334 266 910 423 613 538 612 377 344 362 251 393 389 290
"gene_15720" 1468 1349 1821 1734 1021 1129 1106 1226 1407 1073 1445 1081 1026 1028 1386 1153 1264 1228 918 1542 997 918 1342 1256
"gene_15721" 5 2 3 5 0 2 15 20 12 11 30 24 12 20 16 8 4 6 12 19 5 34 7 11
"gene_15722" 159 182 155 152 176 196 57 79 95 158 135 114 43 101 82 43 43 42 77 68 49 98 105 154
"gene_15723" 795 890 735 730 861 786 1026 1206 1211 1163 1232 943 956 1107 1120 1095 845 1046 923 913 898 1190 820 672
"gene_15724" 958 1094 1183 973 901 1294 1378 1148 969 835 1132 853 1495 915 1378 1991 1826 1458 1174 1195 1172 1056 1058 1368
"gene_15725" 1293 1726 1250 1287 1540 1451 1773 2352 1623 1098 1739 1701 1261 919 1724 1146 1431 946 1849 1397 1820 1449 2083 1044
"gene_15726" 6993 6260 7205 6672 8663 7669 8916 8827 8011 7388 8516 8365 5105 8729 5323 7740 4771 7107 7448 6332 6892 7888 6544 7280
"gene_15727" 7436 8870 7503 8583 8571 8681 12020 10871 9213 12240 10414 10103 11160 10549 11329 12322 8604 14131 10926 10750 10118 9296 8739 9879
"gene_15728" 17 25 16 40 25 36 21 28 26 32 20 14 15 28 18 20 18 17 60 26 45 37 51 47
"gene_15729" 31 94 84 45 29 43 74 121 113 167 160 92 54 29 46 44 34 34 13 42 25 34 8 8
"gene_15730" 1473 1731 1870 2015 1789 1666 1521 1858 1478 1832 1398 2317 1668 1566 1358 1532 1307 1613 1787 1831 1202 1721 1677 1820
"gene_15731" 293 454 553 357 597 574 958 1134 960 486 1012 1147 673 467 500 662 538 612 669 919 709 1021 762 677
"gene_15732" 1714 1332 1238 1337 1340 1147 1304 1395 1052 1535 1426 1194 1105 1575 1401 1271 987 1601 824 696 984 1166 784 576
"gene_15733" 214 181 166 116 136 129 63 28 88 70 95 153 90 127 77 79 88 69 92 98 44 51 76 82
"gene_15734" 8474 9458 10206 11647 9445 11302 14464 13994 13496 11938 14239 12112 10738 10936 11809 13975 12488 11975 9245 14420 13794 14648 11313 11850
"gene_15735" 4319 5321 6326 4733 7800 6139 7974 8423 7872 8899 8430 8189 7321 6773 7110 7120 6225 5355 11314 10454 10394 9542 12142 10867
"gene_15736" 4 6 4 4 2 4 7 5 2 26 1 5 0 0 0 0 0 0 10 28 38 7 23 16
"gene_15737" 6 2 0 5 8 20 0 0 0 0 0 0 5 0 7 0 7 2 13 9 8 7 15 5
"gene_15738" 279 219 187 235 202 153 223 133 146 150 235 138 405 397 231 192 301 169 303 203 247 305 205 313
"gene_15739" 1266 729 692 973 1310 1043 1035 1296 738 1453 1088 882 430 450 767 472 670 509 917 695 1095 1047 740 496
"gene_15740" 3161 2630 2556 3185 2476 2899 4529 2712 5089 2077 3555 5472 3004 2457 2205 2462 3525 3168 3319 3585 3190 3524 3523 3122
"gene_15741" 55 111 46 36 78 74 134 117 69 88 130 79 127 37 119 89 77 56 27 30 45 50 13 34
"gene_15742" 91 88 67 92 110 87 61 26 34 47 63 62 98 88 93 63 125 98 41 31 65 106 42 57
"gene_15743" 99 74 85 102 52 84 77 63 101 62 93 57 220 193 158 191 180 152 213 324 248 201 165 219
"gene_15744" 79 91 73 82 52 61 46 37 59 50 34 71 86 62 102 50 49 55 81 67 69 77 136 129
"gene_15745" 98 123 84 52 114 105 89 146 219 189 111 148 159 85 123 135 117 128 98 100 205 112 132 78
"gene_15746" 9220 8997 8519 8120 8656 8341 11817 11204 13249 10132 11247 10248 8585 7778 5854 7568 6831 7487 9116 13145 11058 12214 12844 11439
"gene_15747" 10065 8199 8756 9339 8262 8784 7517 9555 11306 9731 7609 8279 8199 6851 8007 7377 7755 7785 7995 5990 6744 6224 9067 7780
"gene_15748" 253 256 219 358 169 144 502 450 296 360 301 539 765 738 618 572 917 665 574 655 625 627 782 703
"gene_15749" 238 349 330 262 236 403 377 119 375 186 309 323 163 209 195 262 231 272 635 318 339 279 246 266
"gene_15750" 2633 3135 3863 4587 3239 3512 1798 1470 1688 1964 2966 1514 2640 2218 2078 2599 2601 2689 2005 3008 2870 2944 2010 2404
"gene_15751" 189 293 323 294 318 277 661 832 390 732 448 574 344 389 328 368 404 367 437 253 190 476 545 277
"gene_15752" 859 616 838 920 760 759 1029 1108 874 1033 1148 1072 1265 1107 900 1313 998 840 1028 1043 1005 1113 1064 903
"gene_15753" 1034 747 821 1040 1053 1074 1468 1608 1408 1499 1311 1157 2478 2109 1546 1768 2030 2146 2123 1920 3091 2631 2176 3006
"gene_15754" 1874 2854 2711 2500 2648 2679 2652 2345 2994 2647 3106 2581 2291 2163 2198 2190 1991 2239 1510 2059 1989 1619 1663 1954
"gene_15755" 7 35 6 6 2 19 21 7 7 33 18 2 0 0 0 0 0 0 14 1 8 16 16 13
"gene_15756" 0 8 6 8 6 6 0 0 0 0 0 0 0 0 0 0 0 0 12 1 3 7 7 0
"gene_15757" 1312 1019 990 1350 1655 810 1486 1431 1396 1816 1045 1393 1196 1592 1050 1231 1563 1254 1509 1231 1340 2201 1962 1798
"gene_15758" 99 137 179 88 189 124 91 59 54 57 80 35 123 204 189 172 160 95 78 115 61 118 83 78
"gene_15759" 22 34 49 40 50 21 20 34 9 26 28 25 16 9 12 14 15 8 30 35 49 28 54 63
"gene_15760" 517 647 485 661 621 723 920 1194 1035 1131 957 870 333 375 660 505 683 612 837 640 811 813 731 660
"gene_15761" 583 688 521 738 587 583 746 906 924 771 929 770 587 643 752 661 595 589 261 476 432 626 361 512
"gene_15762" 461 392 451 514 442 690 687 971 1053 1086 741 1085 961 1005 1082 965 1006 941 605 556 533 914 516 633
"gene_15763" 1532 1390 1364 1098 1137 1227 746 953 893 768 666 1136 1008 752 939 919 947 714 1011 1372 1141 822 1360 1384
"gene_15764" 303 130 234 226 208 148 16 64 81 116 34 21 228 290 215 332 208 411 102 149 84 45 154 115
"gene_15765" 5660 4937 5438 5376 6127 5449 6126 6679 5420 4844 6343 5003 6254 4135 7115 5184 4751 5484 7730 6559 7577 6465 8148 6271
"gene_15766" 551 379 652 423 363 595 163 216 266 181 268 176 501 362 523 409 389 536 595 681 544 551 554 516
"gene_15767" 814 752 741 771 855 857 626 647 1181 691 828 754 219 501 449 332 395 493 497 605 481 638 800 990
"gene_15768" 1947 1158 1826 1717 1740 2015 1914 1778 1695 1279 1400 1293 2118 1382 2214 2095 1495 1510 1576 1832 2761 2086 1952 1617
"gene_15769" 396 292 391 288 445 371 615 380 435 349 345 272 182 164 337 325 303 276 298 276 270 288 320 387
"gene_15770" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 2 9 13 9 12
"gene_15771" 3643 2831 4037 4240 5527 4405 5204 4369 5078 4357 5897 5636 4195 3421 4534 2781 4147 4420 5331 4709 4823 3767 4848 4620
"gene_15772" 22 25 22 46 20 21 45 32 43 53 15 19 14 15 8 3 36 19 43 13 30 27 24 13
"gene_15773" 198 180 275 182 225 185 558 537 382 509 348 368 427 281 443 363 278 265 594 561 645 663 382 621
"gene_15774" 196 116 122 146 133 124 165 178 141 115 259 354 149 114 102 174 128 178 100 173 269 189 206 254
"gene_15775" 5422 4651 4559 5342 3568 4537 5089 4353 4355 4647 3639 4709 3961 4946 4892 5409 4649 4278 5707 5297 5773 4953 6072 6551
"gene_15776" 476 729 510 533 405 452 249 603 320 444 492 437 489 698 470 650 621 652 586 407 441 596 619 512
"gene_15777" 164 212 230 286 215 259 481 442 546 417 365 404 351 284 485 319 234 310 128 365 233 297 267 206
"gene_15778" 1601 1924 1560 1785 1943 1487 2678 2925 2614 3057 2151 3022 2366 2132 2773 2358 1981 2054 2681 2729 2218 2507 2744 2550
"gene_15779" 168 181 157 288 167 236 79 130 152 147 182 130 285 205 217 245 126 281 147 125 169 118 90 160
"gene_15780" 1387 1746 1704 1305 1852 1295 1549 1989 1713 1692 1445 1437 1218 1450 1687 1495 1596 1604 1052 1277 1303 1342 1058 1304
"gene_15781" 54 55 49 30 47 44 3 8 1 2 5 3 59 71 61 62 79 87 20 7 7 4 10 22
"gene_15782" 157 143 115 105 70 72 119 222 229 225 286 224 179 125 141 47 87 222 372 168 407 282 200 275
"gene_15783" 458 608 479 471 397 388 910 675 878 818 782 1079 611 516 355 485 794 542 548 710 903 566 432 524
"gene_15784" 2099 1975 2029 2168 2070 1950 3687 3838 3591 3708 3219 3264 2274 2683 2333 2321 2040 2210 3254 2152 2857 1973 2305 2068
"gene_15785" 2501 3310 2657 3301 3231 4112 3137 3353 2561 2090 3119 2370 4216 3927 3323 3904 3881 3857 2076 1929 2933 2170 3297 2662
"gene_15786" 235 262 249 331 265 228 71 102 156 137 75 87 66 119 152 113 118 147 146 204 165 149 104 130
"gene_15787" 87 133 58 93 79 59 30 27 44 25 59 16 5 3 1 2 2 5 22 29 20 11 6 13
"gene_15788" 128 103 121 94 176 42 99 136 113 99 123 129 73 159 151 111 161 79 161 215 145 287 309 242
"gene_15789" 163 423 377 351 405 483 238 445 240 273 339 258 720 203 314 290 400 339 544 672 410 612 612 724
"gene_15790" 75 137 84 115 119 91 17 13 22 10 11 7 11 8 17 5 0 2 67 101 100 192 170 111
"gene_15791" 441 373 426 339 426 310 338 240 329 334 351 304 613 563 525 542 407 581 646 365 362 584 490 483
"gene_15792" 8828 11774 10955 9230 8855 10327 6556 6880 8415 5908 5436 4669 13412 11358 10533 8108 8092 10287 8909 5717 9213 7170 8095 9247
"gene_15793" 1790 1492 1519 1394 1273 1124 1810 1475 1473 2019 1951 1616 1116 1918 1479 1384 1723 1942 2149 2550 2217 2337 2729 1624
"gene_15794" 3329 3557 3305 3914 2733 3242 5644 3646 4117 4779 4202 4432 3604 3604 4169 4904 4921 4114 1977 2348 2116 1858 2622 2427
"gene_15795" 163 236 84 216 82 57 72 178 41 171 146 137 191 174 230 176 215 213 120 98 59 107 106 79
"gene_15796" 7 2 0 1 1 4 1 4 0 3 0 5 58 40 25 27 43 37 6 15 12 13 4 21
"gene_15797" 3123 2964 2328 2355 2567 3371 3977 1808 2555 2716 2504 2261 2890 2349 2905 2916 2595 2901 3025 2307 2626 2986 2478 2363
"gene_15798" 524 581 470 811 435 586 608 746 773 933 676 943 1311 1070 1211 1224 1103 872 652 551 668 718 743 719
"gene_15799" 411 298 497 491 552 242 155 171 177 215 280 267 39 74 15 26 57 62 80 99 91 143 178 78
"gene_15800" 46 8 33 40 61 17 77 111 52 68 50 96 0 0 0 0 0 0 6 6 10 5 18 4
"gene_15801" 4584 4859 3350 4241 4057 3105 4497 4499 4836 4730 3908 3669 3689 3628 3690 3092 3348 2987 4577 5805 4412 6492 4786 5618
"gene_15802" 6924 5117 8485 5446 4841 7896 6475 5959 8546 6376 5647 5616 5637 5206 4714 3945 4811 6818 4044 4446 4271 4966 4888 4686
"gene_15803" 280 265 140 205 282 355 218 283 208 290 215 274 446 294 275 244 292 389 230 106 191 87 262 225
"gene_15804" 449 581 338 666 289 352 294 582 387 573 634 466 583 338 504 659 479 411 473 473 468 709 553 481
"gene_15805" 2263 2583 2095 1343 3185 2190 2578 2259 2326 2171 2077 2285 2238 2532 2415 2353 2738 2791 1434 1842 2059 1688 2135 2026
"gene_15806" 2776 2559 1996 2300 2239 2881 2324 2277 2844 3471 2319 2363 2428 3194 3332 3187 3529 3773 1845 1899 1860 1952 2118 2028
"gene_15807" 4067 4267 3955 4403 3575 4157 3895 4824 4274 4362 5204 3845 5298 5213 3595 4554 4894 4814 4879 2688 3045 3679 3822 3326
"gene_15808" 913 582 852 798 857 852 941 782 790 955 920 880 363 541 408 370 495 707 811 939 1327 1476 757 973
"gene_15809" 15611 14143 15607 11282 10599 13298 8626 8340 9319 11456 13010 8807 8431 7609 9502 7261 8286 8337 8902 8532 9204 11901 10532 11698
"gene_15810" 415 489 622 593 473 413 871 882 1025 1089 721 976 842 503 595 782 721 737 1598 948 1399 1405 1531 1310
"gene_15811" 440 209 245 491 343 268 366 358 494 414 278 357 349 266 181 204 223 281 242 202 291 508 497 268
"gene_15812" 886 610 651 773 564 894 346 453 223 403 364 332 571 620 389 404 511 545 541 499 451 550 319 527
"gene_15813" 5796 5454 4313 4952 5035 3920 5672 5540 5872 5688 4080 5026 5079 4517 4955 4940 4994 5122 4824 4683 5247 5852 4851 4880
"gene_15814" 4235 3775 5325 4643 4351 4668 2912 2323 2568 2599 3065 2446 1783 2345 2601 2296 1824 1597 2586 1781 1941 2460 1757 2142
"gene_15815" 22 28 27 20 15 18 15 53 72 45 69 59 4 12 13 1 1 1 16 23 40 32 30 23
"gene_15816" 1827 2185 1910 1732 1724 1492 2467 2052 1920 1908 1892 2243 1496 1863 1984 1740 1891 1549 1407 1478 1575 1612 1379 1478
"gene_15817" 223 111 257 195 334 156 180 221 163 252 136 252 102 197 218 246 251 126 377 247 253 338 246 220
"gene_15818" 250 196 224 272 206 306 57 118 71 89 109 70 235 216 211 199 217 163 402 293 285 287 525 479
"gene_15819" 258 300 242 130 272 223 465 365 250 364 300 394 332 268 164 350 193 202 99 162 112 59 75 214
"gene_15820" 0 0 0 0 0 0 7 3 0 5 2 6 1 11 2 2 0 2 0 0 0 0 0 0
"gene_15821" 83 98 155 113 141 78 24 9 11 19 28 8 6 18 13 10 13 19 0 0 0 0 0 0
"gene_15822" 1282 1467 1583 1385 1940 1727 1439 1599 2079 1578 2099 1842 1626 1762 1807 1898 1869 1351 1480 1226 1143 1510 1306 1532
"gene_15823" 354 364 157 322 378 374 154 193 187 146 197 178 60 202 186 123 161 181 170 128 93 168 130 68
"gene_15824" 1139 1486 1237 1425 1527 1602 1780 1902 1524 1601 2198 2013 1973 1558 1715 1616 1440 1664 1284 1074 1251 1291 1305 1024
"gene_15825" 1614 2191 1778 1788 1831 1984 1400 2052 1597 1675 1465 1683 1629 1588 1641 1168 1224 1366 1698 1847 1758 1615 1564 1769
"gene_15826" 16 30 36 13 22 20 115 111 112 78 93 92 38 27 14 62 29 50 43 19 38 40 25 47
"gene_15827" 80 75 79 108 137 69 100 58 96 63 53 110 33 26 36 50 55 22 73 111 87 44 62 67
"gene_15828" 106 93 107 94 128 103 29 72 45 37 40 44 3 22 24 10 1 7 26 13 32 21 42 30
"gene_15829" 21 19 18 17 18 45 38 22 19 32 24 4 52 50 54 57 41 60 90 42 55 56 92 64
"gene_15830" 7 14 28 10 8 14 19 25 15 40 25 10 8 2 7 2 8 2 21 61 25 46 38 37
"gene_15831" 156 306 94 352 96 302 263 248 323 285 313 168 140 260 227 227 171 248 253 359 453 496 446 359
"gene_15832" 13419 11566 10067 10407 12776 12486 7994 7697 7203 7874 7789 7485 12764 12526 12023 11581 16595 10014 9010 8391 8351 11486 7735 8999
"gene_15833" 201 131 317 364 419 295 89 106 133 120 99 159 252 191 57 137 170 96 168 129 255 98 204 83
"gene_15834" 0 2 3 1 6 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_15835" 1335 1421 1192 1182 1618 1358 653 627 502 490 535 613 921 953 846 1265 1146 1072 805 662 698 706 612 945
"gene_15836" 418 498 608 429 642 263 743 175 312 265 337 341 697 314 572 508 706 536 717 662 803 913 644 596
"gene_15837" 3760 3381 4156 2993 4084 3336 3402 2572 4719 2309 2807 3088 3204 3235 2944 2748 3225 2613 5676 5572 6574 4766 4974 5660
"gene_15838" 2510 2217 1867 2583 1854 1618 1643 1554 1414 1472 1489 1231 1307 744 1412 1181 1371 1220 1770 1868 2312 1749 2069 1923
"gene_15839" 4618 4033 4178 4542 4711 4210 5905 5820 5706 5060 5317 5261 4366 4478 4257 4129 4416 4074 6156 5587 4461 4911 6107 4445
"gene_15840" 787 732 715 729 759 767 732 667 787 1231 821 736 941 1335 849 1005 966 800 401 450 704 392 607 378
"gene_15841" 0 0 0 0 0 0 0 0 0 0 0 0 2 4 20 1 9 10 6 19 2 13 11 18
"gene_15842" 5631 5272 5162 5462 6190 5105 4988 5273 5655 5810 5400 4190 5161 8946 4303 4762 6479 5074 6627 7148 6595 5355 6183 6047
"gene_15843" 101 66 70 63 40 99 78 47 137 78 72 58 90 119 191 82 152 129 145 56 103 93 188 66
"gene_15844" 2501 2326 3707 2833 3910 2814 3619 3309 4546 4399 4021 3012 2950 3017 2933 2679 2895 2664 2648 2117 2284 2167 1793 2278
"gene_15845" 38 59 82 50 67 25 6 2 6 18 4 24 115 110 113 228 136 87 96 93 69 21 56 45
"gene_15846" 383 302 392 315 331 300 339 399 450 536 459 536 348 275 374 371 341 477 404 329 427 432 418 406
"gene_15847" 1982 1755 1523 1857 1544 1518 1252 1563 1304 2524 1187 1243 1449 1828 1968 1600 1593 1709 819 942 1627 1526 1524 1421
"gene_15848" 0 0 0 0 0 0 22 9 0 8 8 10 9 6 2 1 7 2 0 0 0 0 0 0
"gene_15849" 41 123 66 38 71 34 37 43 38 29 16 58 36 28 34 38 24 15 92 52 32 38 19 68
"gene_15850" 2265 2544 2102 2212 2269 2688 2304 2077 2629 2273 2395 1602 2710 2016 3353 2016 2640 1875 1216 1304 1344 1542 1472 1106
"gene_15851" 230 168 111 180 84 175 393 519 462 401 343 310 157 137 82 97 150 150 280 243 250 171 351 255
"gene_15852" 2389 3198 2772 2470 2671 3300 2191 3029 2809 2018 3088 1782 3225 2911 2957 3689 2773 3083 2765 3085 2985 3032 2801 2872
"gene_15853" 18 11 41 31 22 13 96 117 83 89 103 53 75 51 30 40 24 41 29 27 83 58 84 72
"gene_15854" 15 81 46 49 41 64 56 85 99 72 86 64 0 0 0 0 0 0 67 80 64 40 29 47
"gene_15855" 2603 2343 2140 1828 2234 1675 1779 1898 1981 1793 1687 1963 2366 2229 2152 2416 2189 2409 1926 1956 2122 1661 3111 2180
"gene_15856" 4140 3393 3977 3798 2719 3680 4582 5142 4598 4395 4656 5803 4590 5498 5526 4099 5395 5030 3571 2703 3668 2864 3236 2995
