"TP1_1" "TP1_2" "TP1_3" "TP2_1" "TP2_2" "TP2_3" "TP3_1" "TP3_2" "TP3_3" "TP4_1" "TP4_2" "TP4_3" "TP5_1" "TP5_2" "TP5_3" "TP6_1" "TP6_2" "TP6_3" "TP7_1" "TP7_2" "TP7_3" "TP8_1" "TP8_2" "TP8_3"
"gene_14751" 12 6 11 8 4 3 6 16 6 8 5 10 9 17 8 7 15 8 9 7 19 6 11 8
"gene_14752" 11624 14985 7761 9355 9823 9615 8440 10382 5378 8671 8867 11572 14127 9444 14832 10819 12306 8453 9814 11183 10876 12121 9347 11632
"gene_14753" 11 10 23 5 8 9 42 58 73 59 89 79 22 15 15 41 24 33 2 14 22 24 22 25
"gene_14754" 167 337 148 227 208 261 195 264 247 259 261 232 154 195 253 125 216 215 249 252 122 262 204 341
"gene_14755" 4284 4370 5058 4357 2964 4530 4510 5451 5246 4422 4965 4626 4081 3797 4489 4426 4407 3877 5945 4068 4410 5348 4814 4913
"gene_14756" 2745 945 2204 1622 2110 1369 1549 1638 1592 1533 1483 1664 2168 1201 1807 1451 1961 1921 2172 2666 3679 2517 1878 2325
"gene_14757" 45 89 95 76 82 48 85 83 70 101 71 73 99 64 80 39 83 106 38 33 4 15 53 10
"gene_14758" 7218 7124 6631 6204 7578 8689 7221 6684 7415 7170 6690 7416 7578 6704 6065 7037 6480 7567 8873 9318 7153 8594 6814 8251
"gene_14759" 167 127 87 148 174 100 17 31 15 24 30 17 136 163 65 96 153 76 153 127 95 92 96 66
"gene_14760" 88 72 73 44 44 125 39 30 48 27 92 31 72 28 51 18 80 80 37 11 19 41 21 35
"gene_14761" 0 0 0 0 0 0 8 12 8 6 6 13 0 0 0 0 0 0 12 2 34 13 9 17
"gene_14762" 2385 2068 1912 2082 2159 2028 2203 2237 1790 1944 1850 1346 1722 2348 1922 1818 2083 1751 2968 2283 1935 2224 1890 2187
"gene_14763" 87 100 114 192 137 128 50 44 102 24 40 63 25 101 38 43 47 58 228 206 176 208 238 194
"gene_14764" 2211 1507 2013 1851 2220 1717 3158 3100 3573 3644 4544 3206 2718 3087 2411 2325 2342 2109 3609 2382 1687 2552 2811 2038
"gene_14765" 246 277 378 253 224 336 499 473 587 615 545 613 278 312 278 285 301 312 386 451 377 295 376 346
"gene_14766" 1069 1124 1122 730 945 645 2044 2239 1711 1481 1736 1148 1000 861 716 1024 763 940 1000 990 899 1138 926 855
"gene_14767" 68 98 91 119 85 58 27 29 61 56 41 48 18 24 29 14 24 18 43 44 67 53 26 53
"gene_14768" 56 93 96 98 89 55 63 52 10 32 32 30 41 23 22 81 38 26 26 17 53 42 36 18
"gene_14769" 284 295 295 413 407 240 519 381 296 383 329 528 192 157 165 131 186 155 414 429 679 475 595 565
"gene_14770" 1363 1439 1144 1029 1798 1653 1320 1139 1164 1213 1166 1185 2050 2080 1776 969 2699 2182 1033 889 891 1193 835 821
"gene_14771" 3438 3702 3001 3563 3222 3820 2404 2387 2630 2063 2639 1742 2585 1912 2828 2918 2592 2625 3038 3078 2608 3979 3107 2861
"gene_14772" 208 146 159 278 251 207 91 56 91 79 67 82 148 98 143 125 80 53 99 65 121 57 50 38
"gene_14773" 51 93 41 77 66 45 51 90 80 72 86 24 92 160 204 140 55 126 33 58 30 60 49 111
"gene_14774" 0 0 0 0 0 0 14 8 10 2 8 7 8 4 4 12 5 6 5 22 26 7 2 6
"gene_14775" 1684 1762 1822 1664 1759 1734 2178 1648 1061 2071 1553 1535 2307 2294 2594 2573 2410 2115 2107 1536 1898 1834 2596 1970
"gene_14776" 273 205 222 324 156 296 336 281 359 258 344 244 299 214 272 220 207 276 265 308 343 358 355 266
"gene_14777" 18 42 21 37 36 35 10 44 17 26 25 16 0 0 0 0 0 0 0 0 0 0 0 0
"gene_14778" 5012 4515 5003 4636 6045 5439 5588 5754 4109 8147 4147 7549 3911 5059 4132 5272 5308 4573 3568 5195 4628 5259 4655 6085
"gene_14779" 468 704 700 809 760 706 1134 1185 1093 1232 1145 1257 561 572 533 539 569 574 676 795 355 419 491 641
"gene_14780" 1167 1041 1134 779 971 1023 647 1059 607 670 663 910 414 506 545 496 724 742 1248 549 939 1086 1125 874
"gene_14781" 4761 4771 4691 5278 5320 5386 7257 7524 5261 5929 5684 6270 6185 5535 7323 6283 6653 6217 7616 6028 6225 6708 6286 6525
"gene_14782" 552 591 560 526 546 598 523 521 620 578 534 581 462 581 506 373 444 386 841 772 757 703 677 934
"gene_14783" 2490 2157 1638 1965 2516 2367 920 896 998 615 800 1418 1715 1954 1327 1695 1890 1208 1220 1105 1442 1003 816 1118
"gene_14784" 492 347 636 398 425 439 783 546 500 324 690 521 333 578 473 732 727 419 609 529 907 906 1409 630
"gene_14785" 19 32 8 28 18 11 11 9 11 12 14 22 100 119 159 51 104 97 9 14 10 24 9 4
"gene_14786" 964 916 1048 1093 859 910 1269 1236 1041 896 1496 1028 1075 1083 828 973 725 1171 670 708 572 679 760 736
"gene_14787" 17 15 4 27 5 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 9 3 14
"gene_14788" 176 206 207 171 177 170 473 275 402 462 352 286 245 203 217 194 196 139 332 357 239 304 287 368
"gene_14789" 10861 10066 6982 9786 12637 11341 11674 17729 10319 13194 9285 11246 16783 15602 17186 10970 12954 12970 12341 13388 15192 13884 13262 10264
"gene_14790" 1165 978 1052 1012 1619 1035 549 667 571 700 462 631 881 857 886 800 947 897 988 785 712 1006 1070 816
"gene_14791" 443 462 463 421 496 560 1102 833 752 1016 514 1035 665 711 806 662 640 768 697 753 739 564 477 586
"gene_14792" 350 343 368 418 351 383 237 124 149 125 96 122 263 241 336 207 213 353 121 101 95 159 124 103
"gene_14793" 113 35 19 57 24 37 8 11 17 4 7 27 90 124 72 44 75 41 18 53 40 36 25 31
"gene_14794" 4637 3567 4005 2780 3518 3726 2769 3011 3108 3904 3128 3607 5912 4419 4323 5070 4893 5414 5185 4840 4515 5674 4505 4243
"gene_14795" 1860 1905 2856 2241 2972 2182 1278 1883 2232 1427 1872 2609 1211 2078 1685 1820 1639 1232 2079 2289 3045 1732 3411 2217
"gene_14796" 96 66 30 154 55 51 71 104 184 45 140 193 251 214 165 231 235 194 140 241 130 258 201 241
"gene_14797" 2871 2519 2654 3414 2615 3414 4604 4566 3607 3891 4264 4327 3559 2859 3402 2942 3345 2977 2448 3618 2944 3462 3406 3228
"gene_14798" 143 81 79 102 93 61 120 204 178 127 67 94 168 213 106 123 184 226 213 143 178 158 206 171
"gene_14799" 3 1 4 2 3 8 5 2 3 0 2 1 0 0 0 0 0 0 19 17 20 11 32 6
"gene_14800" 311 313 384 386 286 266 275 355 371 151 158 467 410 582 669 538 704 390 309 268 492 357 310 350
"gene_14801" 4068 3425 3953 3834 3733 4112 3526 4206 4257 3526 4154 4281 3393 4191 4212 3606 3211 3960 3687 3526 3512 3340 3710 4203
"gene_14802" 2726 2718 2528 3190 3094 2992 2602 1956 1984 2064 1754 2280 1648 1797 1837 1607 1406 1606 2131 2081 1850 2564 2782 3227
"gene_14803" 47 49 44 21 46 29 19 15 8 12 20 5 31 69 27 50 29 36 58 65 92 87 70 87
"gene_14804" 9151 6129 9033 7075 6633 7081 8152 8743 9660 9514 8292 8133 6325 7838 7717 7425 8758 6407 10639 13840 11571 9858 10975 10171
"gene_14805" 1476 1313 1072 1748 1229 1304 1330 1169 1432 1214 964 1450 1567 1905 1574 1717 1086 1992 1402 1591 2175 1510 1471 1783
"gene_14806" 479 691 483 690 716 664 342 416 398 378 447 403 196 261 337 292 331 218 444 462 498 472 410 364
"gene_14807" 288 518 800 771 738 552 649 596 561 488 455 543 572 494 729 576 748 923 873 395 794 801 748 436
"gene_14808" 2325 1734 1692 2390 1957 2198 1554 1588 1632 1821 1926 1699 1455 1750 1849 1124 1567 1869 1485 1402 1521 1742 1600 1740
"gene_14809" 2553 1873 1976 1705 1888 2403 2258 2359 1541 2062 1917 2426 2075 1841 2039 2145 1747 2295 1625 1677 1523 1630 1476 2079
"gene_14810" 197 184 292 246 345 324 228 254 99 255 111 177 222 152 223 252 244 192 265 207 296 281 196 189
"gene_14811" 442 526 486 473 552 526 336 370 497 308 333 317 94 248 170 187 229 135 360 474 283 451 464 384
"gene_14812" 43 70 32 36 43 63 168 295 159 269 173 180 439 429 324 436 448 421 171 175 179 235 297 153
"gene_14813" 36 55 51 69 47 53 301 440 287 372 180 301 21 41 26 18 84 89 112 76 135 70 102 89
"gene_14814" 14271 12160 15682 13474 13635 12784 6165 8737 5829 7404 7731 5279 17597 12521 13180 15915 14719 12329 8191 9019 9084 9157 10643 9436
"gene_14815" 1843 2347 2501 2409 2605 2556 1846 2213 1754 1960 1945 2210 2354 2494 2476 2700 2587 2550 2232 2732 2657 2706 2887 2317
"gene_14816" 793 908 871 916 896 782 2190 1968 2145 1775 2746 2219 815 558 807 733 699 715 1591 1592 1420 1492 1218 1341
"gene_14817" 1185 1362 1316 1137 1349 1224 1660 1288 1874 1627 1714 1835 1085 919 524 1134 840 798 1270 924 848 995 1389 1708
"gene_14818" 614 590 584 599 609 791 1450 1127 1692 1243 1258 1319 484 606 403 858 470 468 610 800 777 639 705 666
"gene_14819" 139 151 114 170 173 214 324 348 340 432 455 272 318 309 289 184 272 333 251 298 258 298 254 424
"gene_14820" 154 79 175 115 133 203 18 12 27 43 32 28 38 37 24 13 15 39 69 42 151 100 43 133
"gene_14821" 5 28 15 8 6 20 42 32 26 63 32 17 51 29 46 56 26 80 13 29 8 21 18 22
"gene_14822" 95 201 106 154 102 198 277 442 310 261 115 383 573 663 413 613 622 313 174 256 254 221 177 244
"gene_14823" 301 536 457 479 440 346 290 357 315 448 364 495 948 485 570 586 562 514 688 445 716 598 640 429
"gene_14824" 676 992 1019 708 662 883 867 898 1004 826 907 949 729 950 474 661 1011 763 461 385 445 641 559 483
"gene_14825" 192 188 171 167 221 135 272 231 266 139 223 260 62 134 59 78 148 116 178 187 212 144 158 221
"gene_14826" 3976 4426 5217 3879 4084 4771 8562 6561 8078 8058 5959 9569 5155 5921 3892 7852 4820 4674 7223 3358 4567 8007 5730 7281
"gene_14827" 431 329 408 465 473 422 233 325 315 170 234 283 274 382 407 536 555 630 533 494 507 430 385 452
"gene_14828" 35 11 20 46 16 44 120 137 101 78 94 78 36 91 49 60 53 36 19 10 23 26 8 18
"gene_14829" 729 799 690 699 821 826 882 642 702 1092 806 740 460 560 335 523 405 410 700 693 878 672 578 746
"gene_14830" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 1 5 6 2
"gene_14831" 40 96 69 88 97 50 53 128 49 104 111 39 248 149 165 112 77 130 37 67 28 31 26 62
"gene_14832" 22 33 26 34 31 35 66 60 52 25 44 82 18 17 18 13 18 9 54 16 20 49 41 49
"gene_14833" 729 804 477 594 783 746 437 615 426 566 667 1014 994 984 1092 1320 886 907 744 739 604 826 1073 758
"gene_14834" 2758 2421 2258 2528 2387 2618 2692 3055 2914 2923 2528 2889 2691 2566 3074 2459 2481 2507 2221 2155 1695 2564 1760 1855
"gene_14835" 86 98 157 88 68 90 22 30 82 70 36 111 63 172 191 120 108 102 85 125 112 100 57 41
"gene_14836" 77 40 98 73 48 96 20 15 29 18 26 16 49 25 46 65 96 20 48 52 23 29 32 40
"gene_14837" 2981 3456 2884 3042 2555 3187 3160 3078 3721 2788 2795 3676 2980 3973 2447 3257 2956 2806 2938 2527 2908 3074 2814 2578
"gene_14838" 2911 3358 3184 3277 3075 2700 3437 2733 3501 2486 2893 3785 3031 3081 3156 3019 2999 2888 2856 2742 3022 3445 3051 2565
"gene_14839" 57 49 129 45 65 47 64 39 23 26 16 17 293 173 215 101 150 133 99 147 103 86 97 98
"gene_14840" 192 246 440 288 225 234 288 394 707 474 489 357 315 469 384 344 272 343 435 386 816 409 420 381
"gene_14841" 1052 1188 1023 1209 1308 1221 2651 2569 2093 3667 2056 2587 1552 1193 1405 1443 1560 1443 1835 3063 2247 1830 1778 1741
"gene_14842" 8670 5204 7227 7666 6789 8147 5057 7145 6524 6549 6079 5543 9666 9349 7212 8871 10536 7742 8148 8193 10527 9068 9581 7373
"gene_14843" 707 588 499 434 673 454 462 915 697 628 811 762 548 724 635 706 808 786 1174 1563 970 1280 760 658
"gene_14844" 8957 11057 9251 8963 8475 8736 7944 9316 8849 8515 7467 9026 9453 14581 10696 10406 13216 10063 8544 10043 6796 9903 8273 9282
"gene_14845" 8235 5667 6405 6285 7298 6076 4557 4550 4173 6359 5620 7526 6060 5931 6921 6087 5562 7082 6050 5751 5331 5386 5849 8290
"gene_14846" 1623 1706 1568 1370 1363 1599 585 713 954 989 1320 803 1373 2147 1386 1509 2763 1204 986 1142 1408 889 1469 744
"gene_14847" 877 460 863 559 662 783 635 615 622 723 779 585 659 821 878 568 679 784 570 711 838 698 951 791
"gene_14848" 7 17 5 7 9 4 10 29 21 18 17 32 10 6 2 2 16 6 36 49 26 28 28 47
"gene_14849" 36 24 55 78 63 49 31 50 21 50 29 46 33 23 54 21 24 66 25 20 16 24 37 26
"gene_14850" 1161 706 772 598 853 849 475 775 540 567 689 890 551 439 564 445 528 674 668 1031 938 725 758 673
"gene_14851" 653 535 541 625 508 552 866 506 554 1048 623 463 677 645 476 577 728 644 625 523 1074 948 789 1088
"gene_14852" 4022 6166 3228 4303 3274 3671 3180 3110 2812 3327 3001 2995 4152 3993 4387 3142 4174 3088 2609 2718 2939 2961 2911 3275
"gene_14853" 5206 5705 4719 6742 5409 4109 6085 5766 5144 6479 7117 7180 4729 5825 5812 5316 5615 6004 5743 6695 8438 5675 6540 8937
"gene_14854" 10 12 21 14 8 21 3 1 15 2 0 0 12 6 2 7 2 4 0 0 0 0 0 0
"gene_14855" 2664 3597 3935 3891 3621 3826 3858 4324 4062 3891 4646 4742 3695 4294 3818 4153 4147 3732 6253 4151 5387 3532 4872 4835
"gene_14856" 904 1207 763 774 1731 939 694 920 687 637 539 806 869 1150 947 1033 952 676 733 741 770 892 770 824
"gene_14857" 1935 1992 1719 1843 1644 2087 1273 1627 1831 1733 1772 1365 1567 1514 1762 1948 1648 2108 1758 1967 2031 1834 1345 2362
"gene_14858" 725 701 967 863 676 891 275 296 316 492 443 244 644 522 616 612 419 488 626 449 522 362 394 430
"gene_14859" 96 90 143 194 148 71 178 190 265 150 248 166 141 139 122 84 217 126 143 155 132 177 148 124
"gene_14860" 2557 2119 2528 2259 2028 2696 2326 3800 2432 2701 2461 3089 3355 3348 1879 2556 2306 2518 3964 3013 3341 3704 2502 2543
"gene_14861" 3273 3642 3702 3304 4059 3470 2368 3495 2938 2642 2846 3748 2282 4189 3507 3449 2744 4109 2680 4504 3860 4000 2518 4134
"gene_14862" 3951 1620 3208 2894 2292 2800 2891 2451 2293 2482 2671 3055 4001 3568 3662 3878 2844 3704 1464 1159 1985 2997 1891 2045
"gene_14863" 4042 4738 3247 3910 3912 3676 3925 3811 3122 3109 3177 2651 3419 4420 3843 4195 4265 5899 2253 4081 3220 2729 3428 2800
"gene_14864" 128 125 147 159 109 130 21 57 42 28 50 36 75 57 60 72 99 71 86 46 70 64 28 49
"gene_14865" 345 210 321 423 382 315 337 279 252 321 316 222 528 320 397 399 374 271 426 321 248 378 262 367
"gene_14866" 169 108 235 174 174 194 74 74 151 96 121 107 166 173 175 185 236 122 207 322 306 149 153 162
"gene_14867" 2172 3568 2160 2617 2449 2474 2313 2909 3359 2662 2649 2711 2620 2235 2307 2430 2843 1879 2693 2602 2686 3120 2586 2693
"gene_14868" 17 10 40 30 42 59 49 116 108 72 154 113 51 84 62 62 95 59 43 39 29 29 27 57
"gene_14869" 743 625 562 744 992 1069 808 645 707 667 541 917 1115 848 806 776 932 799 762 829 758 720 499 677
"gene_14870" 382 575 643 495 755 488 515 666 811 801 590 812 875 733 1074 712 852 574 1203 725 884 372 613 454
"gene_14871" 657 506 596 479 502 524 790 1319 1079 541 818 754 969 866 873 969 976 1105 474 572 568 554 671 590
"gene_14872" 254 271 157 248 324 274 200 253 176 300 188 280 313 537 339 309 515 323 199 221 239 201 250 200
"gene_14873" 306 196 124 396 342 261 263 164 217 204 143 152 417 304 460 635 379 443 176 169 170 136 217 144
"gene_14874" 1092 932 1372 1156 792 856 1102 1161 1236 1076 859 805 1085 1035 1145 1012 910 1531 935 942 889 963 945 781
"gene_14875" 11188 8969 8965 8581 7690 9703 12613 11890 8435 7559 6075 7167 10530 10849 11428 9293 9816 10331 9556 11053 9605 9123 9948 9457
"gene_14876" 262 232 302 202 269 173 248 222 220 193 138 132 193 253 150 87 181 193 123 84 112 109 132 66
"gene_14877" 1724 1566 1530 1951 2052 1662 2124 1581 1902 1531 1966 1512 1604 1407 1423 1873 1499 2242 2046 1841 1608 1881 1292 2146
"gene_14878" 642 463 482 540 461 737 598 466 507 691 696 598 628 526 263 553 558 648 519 539 814 561 680 439
"gene_14879" 1751 2040 1967 1692 1810 1954 2506 2922 2710 3278 3360 3880 2994 2993 2930 3268 3339 2648 3381 2478 2436 3076 3789 3197
"gene_14880" 5 6 6 4 2 5 0 13 9 7 2 7 3 2 0 3 6 4 22 2 6 2 2 2
"gene_14881" 2150 1657 1421 2132 2233 1699 1241 892 1559 1574 1643 1274 2620 1894 1850 2057 2244 1936 4014 1820 2021 1770 1854 2593
"gene_14882" 25 27 15 29 38 22 3 0 7 2 4 7 92 83 48 57 55 94 1 1 3 6 4 4
"gene_14883" 224 231 375 361 198 272 205 212 285 246 159 153 216 197 282 248 312 502 157 104 195 165 170 178
"gene_14884" 9 4 7 1 6 5 4 10 6 6 4 20 3 23 8 39 18 7 1 4 2 4 0 2
"gene_14885" 779 456 797 652 888 608 660 572 542 505 550 603 477 437 472 468 443 519 561 463 461 343 493 492
"gene_14886" 864 968 941 978 1125 782 730 666 607 586 452 513 472 325 461 366 424 252 350 554 376 464 260 443
"gene_14887" 51 66 69 36 84 75 20 42 16 32 55 50 81 57 56 69 64 51 107 72 172 83 135 132
"gene_14888" 258 141 117 93 287 306 235 173 245 199 179 287 373 394 321 297 235 318 108 202 185 132 105 218
"gene_14889" 1912 2285 1974 2716 2148 1738 1747 1679 1622 1825 1594 1723 1774 1723 1945 1631 2238 1935 2132 2092 2227 1878 2081 2518
"gene_14890" 616 674 915 771 641 820 965 745 643 1028 721 798 1069 936 1384 1021 741 753 1115 698 915 908 833 862
"gene_14891" 32 101 41 37 43 45 10 11 6 21 19 30 44 15 25 16 40 47 14 29 16 13 9 31
"gene_14892" 3 6 6 2 5 0 58 45 20 44 33 71 24 32 31 41 24 22 20 31 11 42 35 61
"gene_14893" 5335 4372 4636 5284 5154 5205 1972 2151 2012 1822 2670 2418 3840 2780 2810 3869 5577 2783 3342 4189 4546 4702 3936 4067
"gene_14894" 3698 3984 4081 2395 3072 2873 3563 3383 3157 5056 4342 4862 4582 2900 3117 3608 2775 3192 3590 4056 2768 3704 3773 3860
"gene_14895" 8775 11891 10038 9930 9245 11081 9053 9481 11580 9547 9702 8596 13118 13633 11034 12851 12206 12891 9739 10620 10854 10597 11359 10683
"gene_14896" 1328 2100 1457 1458 1090 1712 934 1125 608 939 1073 905 712 653 693 732 942 548 836 1020 1226 1354 1283 1203
"gene_14897" 2805 3544 3343 3643 3477 3218 3132 2262 2469 2217 2673 2095 2801 2933 3153 2537 2986 3319 2496 2395 2558 2685 2838 2682
"gene_14898" 62 75 92 89 82 70 125 114 96 362 229 139 75 103 137 92 164 70 103 143 64 92 141 122
"gene_14899" 10738 12700 7803 9704 13018 11486 11854 8998 12054 11019 9354 9762 10998 9510 10594 9032 11371 7741 8522 14207 9816 11671 15821 11894
"gene_14900" 0 0 0 0 0 0 6 6 4 10 4 22 0 0 0 0 0 0 2 0 1 1 0 14
"gene_14901" 0 0 0 0 0 0 0 4 10 8 12 7 0 0 0 0 0 0 3 1 0 2 1 7
"gene_14902" 1599 842 1034 1243 1115 1348 1469 974 1435 992 962 1142 1581 1268 902 1387 1149 1178 750 870 676 662 740 664
"gene_14903" 1348 790 925 1112 1617 1653 2343 2094 1955 1730 1359 1603 380 877 903 716 662 770 1165 951 842 1224 1140 1174
"gene_14904" 379 571 557 404 444 491 190 196 208 218 234 184 320 288 319 264 290 180 461 266 253 370 345 281
"gene_14905" 273 103 196 244 200 203 117 155 159 176 130 153 343 332 438 538 418 391 181 44 120 89 188 146
"gene_14906" 220 341 375 305 374 314 117 112 116 136 145 85 181 202 133 152 134 173 313 120 135 205 154 70
"gene_14907" 523 343 441 411 467 437 242 342 263 299 230 206 255 200 124 325 275 184 166 279 249 207 270 373
"gene_14908" 25 20 19 18 24 33 12 12 19 24 8 14 64 45 62 102 69 49 68 91 91 67 34 145
"gene_14909" 269 117 180 291 91 209 399 392 246 487 565 465 251 90 171 209 76 74 193 140 89 148 83 119
"gene_14910" 2677 3291 3333 2973 2786 3231 3781 3639 3417 2291 3858 3117 2098 2635 3846 2912 3438 3897 2492 3225 2319 3345 2946 2740
"gene_14911" 1157 1886 1370 1392 1562 1690 1687 1633 1351 1607 1458 1358 1009 1251 1135 1537 1540 728 3047 2068 2695 3046 2738 2855
"gene_14912" 673 654 559 970 609 685 928 678 656 573 677 771 534 570 576 586 501 581 257 395 578 390 432 511
"gene_14913" 4090 4289 4997 4659 4924 3355 3259 4066 4124 3432 3255 3547 11518 10159 7598 8070 9427 11470 5601 6693 7443 7244 6277 9040
"gene_14914" 8107 7550 8258 9240 9800 7043 8933 9195 9984 8853 8267 10033 9740 9288 9363 8330 8262 7044 7581 8918 9466 8422 8803 6693
"gene_14915" 1295 1300 1136 1099 1068 1089 978 847 1270 1018 1158 1143 773 754 912 887 882 610 1286 1260 1563 1519 1104 1251
"gene_14916" 1002 966 1062 1025 1221 959 1185 965 1465 1469 1360 699 1523 1005 1334 1975 889 1680 1859 1917 1849 2277 2727 1346
"gene_14917" 986 969 1065 835 1053 589 1235 614 814 879 1162 848 719 1056 691 679 681 775 1060 823 954 978 971 778
"gene_14918" 2875 2907 4779 2921 3622 4927 3046 1802 2801 2258 2631 3387 4455 4884 4125 6433 4564 4326 2184 3068 2447 2087 2921 2709
"gene_14919" 145 141 96 104 104 138 167 159 123 157 103 95 111 116 130 191 103 80 75 103 79 107 90 79
"gene_14920" 1568 1904 1725 1889 1623 2023 1596 2228 1497 1724 1500 1557 1961 2343 1735 2132 2602 2313 1008 1486 1323 1229 1459 1567
"gene_14921" 7701 8838 7900 9640 7449 9942 6020 6233 8297 7783 7241 8965 8935 8434 7267 7523 7028 8515 6717 8165 8713 6516 9082 7555
"gene_14922" 54 34 97 63 57 47 159 100 156 110 135 50 27 25 17 46 26 17 112 101 59 38 114 61
"gene_14923" 917 1172 990 858 698 870 1034 1072 1009 1089 956 1215 1354 1563 1231 984 1377 1086 1175 1580 775 1174 949 1058
"gene_14924" 0 0 0 0 0 0 13 12 8 7 27 7 0 0 0 0 0 0 4 2 3 2 7 5
"gene_14925" 4801 3827 4017 3930 4618 4609 5344 6261 4692 5911 6104 4104 7595 7765 8323 7286 7609 7306 6999 5635 5975 4993 5041 5488
"gene_14926" 77 43 23 77 30 63 95 141 136 188 163 162 59 72 74 54 65 87 192 109 102 114 84 98
"gene_14927" 4210 4292 4483 4616 4599 4002 4297 3556 4649 3394 4549 4122 3408 3917 3531 3356 3267 3639 3490 3654 3931 3574 3505 3321
"gene_14928" 337 537 408 332 518 402 306 265 303 276 266 342 621 617 504 414 530 475 756 521 466 404 431 589
"gene_14929" 1208 1161 929 909 1011 623 761 489 508 618 461 569 449 802 437 541 488 654 854 643 1050 666 523 602
"gene_14930" 78 101 74 80 70 75 36 20 27 42 12 44 36 25 60 25 28 45 72 79 75 60 63 88
"gene_14931" 7 45 19 50 30 30 19 31 13 5 9 34 32 34 24 24 44 34 31 60 47 51 41 142
"gene_14932" 1421 2178 1630 1797 2108 1703 541 648 631 638 621 713 792 995 930 1235 1229 1174 714 907 456 492 617 755
"gene_14933" 214 177 129 123 141 205 270 217 465 281 222 423 205 148 257 216 328 148 371 232 153 378 336 343
"gene_14934" 896 734 1151 826 925 1156 1534 1609 2116 1580 1804 1959 978 1487 1140 1574 734 1013 1753 1234 1426 1662 1399 1180
"gene_14935" 599 698 507 394 507 591 687 759 769 807 730 646 456 569 437 502 490 367 615 267 312 371 303 251
"gene_14936" 255 366 248 218 291 251 139 132 128 132 99 48 88 115 99 117 106 80 116 102 150 97 97 105
"gene_14937" 2550 2322 2155 2118 2211 2362 2057 2612 2655 2125 1251 3074 2497 2205 2094 2435 2210 2340 3171 2211 2489 3459 3350 2293
"gene_14938" 1199 1351 1273 1334 1415 1198 1944 3013 2176 1880 2328 1659 1547 1711 1897 1734 2094 1848 1138 1347 1389 1411 1164 1118
"gene_14939" 14 36 10 28 6 19 27 40 30 126 53 56 88 91 42 50 186 151 46 84 52 67 104 58
"gene_14940" 144 163 172 157 104 201 128 157 169 310 142 164 223 176 238 123 163 330 122 102 117 65 207 131
"gene_14941" 11573 13710 10831 13290 10514 11089 10414 9916 9567 12267 12023 10401 11326 16126 11445 10478 14748 14346 10873 12565 12862 12598 10777 11952
"gene_14942" 2551 2260 2632 2550 2958 2554 1839 1689 1388 1363 969 1295 2010 2211 2152 1800 2090 2055 2450 2761 2509 2755 2608 2495
"gene_14943" 498 644 588 627 950 446 1370 1521 1668 1629 1240 1396 1263 1298 1258 1158 1268 1157 735 704 837 550 604 562
"gene_14944" 16839 13038 12733 13458 11119 15090 14837 11789 10097 12885 9918 14199 11842 13337 12278 11172 12844 12279 11278 10901 13591 9282 9891 11682
"gene_14945" 107 194 70 96 144 65 134 116 141 82 167 145 112 62 169 121 93 103 200 202 108 213 160 319
"gene_14946" 578 588 613 653 632 679 1155 1035 808 790 1146 981 836 1021 757 800 985 919 620 1052 614 980 684 600
"gene_14947" 444 335 428 416 478 311 745 1007 866 722 852 689 924 1180 726 1176 1091 1171 1081 897 554 962 1372 1063
"gene_14948" 45 46 81 37 56 29 69 34 56 60 61 34 72 133 46 95 74 41 11 14 5 16 2 16
"gene_14949" 896 661 810 708 529 872 346 525 566 455 394 434 591 813 708 525 595 442 371 369 422 237 313 568
"gene_14950" 5716 4632 5878 3878 6920 5499 7031 8477 4395 7280 8154 7888 6629 5842 5163 6924 5161 5408 6452 6894 7529 7432 6512 6389
"gene_14951" 14 14 9 21 15 13 9 12 0 6 4 2 20 17 50 19 38 42 16 18 8 4 11 3
"gene_14952" 50 78 61 71 48 74 93 157 189 220 148 139 102 80 90 95 94 97 37 68 45 52 66 80
"gene_14953" 183 79 195 144 168 104 101 104 70 189 66 97 98 57 83 57 87 70 124 113 90 133 91 80
"gene_14954" 0 0 0 0 0 0 70 57 42 45 69 75 1 20 4 6 13 9 6 21 8 2 8 6
"gene_14955" 6096 2374 2605 3214 3722 5173 2368 2863 2333 2892 2177 2984 4487 4111 3371 4456 4264 4292 3489 2298 3751 3151 3989 3558
"gene_14956" 317 449 445 473 311 537 694 728 729 613 442 367 333 549 231 336 291 252 418 569 543 684 418 489
"gene_14957" 1872 1820 1778 1390 1585 1492 879 927 874 779 823 806 1622 1691 1431 1126 1364 1233 3139 1802 2496 1933 2020 2159
"gene_14958" 14 14 10 6 14 12 0 0 0 0 0 0 6 9 6 8 3 26 0 0 0 0 0 0
"gene_14959" 2528 2270 1839 1529 2383 2523 2720 2429 2354 2493 2587 2383 1510 1199 990 1383 1515 1144 2226 2008 2215 2097 2432 2860
"gene_14960" 1 0 1 5 9 4 12 13 4 16 4 6 6 12 10 24 2 12 0 0 0 0 0 0
"gene_14961" 2491 2742 2380 2087 3046 2434 3314 3250 3331 3814 1961 4095 1461 1662 2229 1854 1956 1520 2534 2274 3525 2655 3109 2898
