"V1" "V2" "V11" "V12" "V21" "V22" "V31" "V32"
"16470" 2299 2149 2187 2044 1900 1890 1146 2634
"16471" 546 711 360 256 408 442 437 668
"16472" 339 346 770 434 1225 1167 560 793
"16473" 0 0 14 13 8 0 5 12
"16474" 5812 5087 5078 5890 6943 3974 5299 4550
"16475" 807 656 450 491 902 713 415 861
"16476" 198 296 451 387 480 850 405 260
"16477" 6049 6527 3818 3467 3031 3619 4694 3583
"16478" 425 402 409 616 346 384 339 339
"16479" 5345 4176 5483 4583 3219 3500 4696 5416
"16480" 2231 2342 1882 2228 2616 2388 2259 1029
"16481" 5956 6404 8580 7166 8083 5585 9099 8367
"16482" 4159 4259 2468 2410 2364 1953 2573 3949
"16483" 0 0 8 10 0 0 59 27
"16484" 1012 760 703 873 1030 795 1518 1161
"16485" 2766 3673 2751 3395 2594 2920 1662 1622
"16486" 0 0 6 2 1 0 3 4
"16487" 5108 6224 5335 5076 5184 6773 3721 5421
"16488" 125 195 256 359 382 360 376 115
"16489" 1690 1212 1067 659 1844 1569 1518 1745
"16490" 8 12 4 9 16 6 27 49
"16491" 931 731 2046 1172 543 460 673 846
"16492" 3756 3208 5072 5186 3336 3235 3234 3898
"16493" 777 476 540 866 804 731 1016 950
"16494" 291 251 302 286 176 428 359 336
"16495" 215 148 56 84 310 240 171 173
"16496" 498 516 410 518 984 1166 1015 1514
"16497" 9229 10923 12530 18675 11715 15174 21276 12784
"16498" 4341 4029 2382 2230 4055 3995 4727 5530
"16499" 3133 2464 1766 1793 2734 2725 1550 1320
"16500" 393 546 1464 1387 507 761 934 722
"16501" 329 365 670 570 222 475 427 664
"16502" 554 418 865 979 367 386 540 570
"16503" 4932 4975 3899 4743 4307 4563 4220 3807
"16504" 52 18 88 138 13 10 62 103
"16505" 439 454 706 534 616 1120 373 463
"16506" 30 24 107 70 56 76 20 23
"16507" 8439 8790 12790 14747 9315 12089 14479 10625
"16508" 20 7 55 34 177 65 3 20
"16509" 3342 3697 2516 2830 2487 2289 2935 3239
"16510" 311 219 170 131 49 24 231 184
"16511" 1125 1544 1722 1788 1715 1381 2707 2013
"16512" 266 324 400 350 281 268 213 242
"16513" 301 370 244 245 530 554 518 704
"16514" 2005 2055 2397 1957 2677 2229 1583 2209
"16515" 12 8 7 16 70 60 34 28
"16516" 64 41 0 0 36 38 10 1
"16517" 10215 9789 6580 7705 6220 6528 6342 6814
"16518" 2952 2342 1456 2571 1876 1617 1958 1437
"16519" 10 13 0 0 12 15 12 0
"16520" 2244 1880 1948 1361 911 1420 830 888
"16521" 435 354 345 452 654 894 337 445
"16522" 3038 3081 2676 2406 2382 3374 2914 3762
"16523" 2238 1641 1778 1580 1212 2221 1164 1001
"16524" 1851 1922 1317 1428 1432 1565 1515 1629
"16525" 2445 2098 2006 3130 2423 2702 3633 2459
"16526" 1212 1077 2050 2204 2536 2156 2333 1996
"16527" 72 55 62 82 91 166 127 156
"16528" 167 122 319 278 321 352 160 111
"16529" 0 0 6 20 12 9 0 0
"16530" 3029 2274 3384 2208 2371 2589 2888 3145
"16531" 4120 3385 1418 1450 2809 2754 2087 1926
"16532" 338 247 117 94 55 66 141 85
"16533" 1690 1421 2988 2097 1528 1558 2939 2798
"16534" 347 483 548 674 549 358 546 484
"16535" 4378 6470 3899 5228 4286 3928 4155 5394
"16536" 115 130 576 591 486 506 1004 630
"16537" 6191 6272 6514 8487 6446 6423 7746 8009
"16538" 411 510 364 349 645 505 666 876
"16539" 31 35 15 12 18 16 89 74
"16540" 680 750 772 530 881 662 775 654
"16541" 237 255 120 147 269 214 139 146
"16542" 961 846 1489 1081 998 992 1177 1139
"16543" 0 0 9 4 25 12 2 1
"16544" 206 184 157 125 192 437 462 512
"16545" 309 334 276 216 246 305 268 146
"16546" 1110 1115 1809 1300 1026 2119 1347 1447
"16547" 1664 1987 1309 2077 2153 1918 850 1047
"16548" 192 148 205 261 62 77 111 222
"16549" 9527 9137 6384 5199 4093 5465 6530 7178
"16550" 783 650 694 849 603 416 905 781
"16551" 11835 13835 10973 10099 8833 8691 8134 9198
"16552" 739 813 871 872 1117 735 843 845
"16553" 94 100 202 137 56 82 137 180
"16554" 7193 6727 6128 6045 7005 5979 5735 6254
"16555" 346 213 462 478 429 392 414 232
"16556" 165 106 208 186 108 86 81 74
"16557" 1100 1082 1086 888 1286 1439 1104 1175
"16558" 158 175 210 232 142 200 129 122
"16559" 107 116 215 307 477 473 369 384
"16560" 90 73 244 260 232 112 253 198
"16561" 3478 3669 2862 3047 3379 2875 4574 3462
"16562" 89 66 24 21 97 65 64 25
"16563" 384 350 389 354 442 793 323 282
"16564" 2637 1868 1954 1925 2330 2120 2660 1993
"16565" 151 228 105 96 170 98 336 240
"16566" 8507 7934 9476 11393 10667 11545 10088 11852
"16567" 196 208 131 196 405 375 201 193
"16568" 108 94 93 96 78 224 175 47
"16569" 191 633 576 656 715 356 553 717
"16570" 118 286 91 92 118 130 90 142
"16571" 787 644 576 379 416 315 451 571
"16572" 2544 3173 4261 4252 3521 2996 2815 3685
"16573" 102 124 51 54 56 20 6 4
"16574" 3014 3590 3404 3735 2674 2613 2930 3137
"16575" 2362 2294 5123 2948 1724 2394 2050 2567
"16576" 20 14 0 0 3 14 4 0
"16577" 494 756 2107 2158 1519 1753 850 1481
"16578" 623 737 780 769 1474 1260 1025 966
"16579" 528 641 650 610 354 472 593 341
"16580" 912 1293 991 1207 1171 1064 1780 1085
"16581" 206 86 268 402 135 105 283 279
"16582" 1087 1209 792 916 375 347 757 573
"16583" 3018 2613 3259 2680 1905 1749 2352 2336
"16584" 2812 2384 1999 2364 2559 2794 2798 2581
"16585" 28 31 76 58 16 43 69 51
"16586" 386 296 141 258 332 282 270 313
"16587" 77 48 8 22 4 9 59 49
"16588" 15 9 0 0 42 27 0 0
"16589" 1212 1618 1221 988 1073 1333 1145 1204
"16590" 75 71 93 47 142 140 236 139
"16591" 0 0 19 4 4 5 10 2
"16592" 0 0 0 0 1 5 2 6
"16593" 438 306 267 490 460 366 396 613
"16594" 1545 1287 705 902 1223 1562 1016 1039
"16595" 1986 1789 1601 1883 2617 2441 2427 2757
"16596" 268 270 345 577 590 388 412 402
"16597" 0 0 0 0 0 0 0 10
"16598" 729 888 698 1047 1390 1318 1664 1117
"16599" 2924 2887 4012 4121 4109 4062 2631 2810
"16600" 885 1034 1010 1294 1203 971 1482 1234
"16601" 1003 608 928 607 732 660 729 661
"16602" 2850 2272 3245 3420 2247 2380 3038 3276
"16603" 4715 6499 8104 4954 3602 3916 5670 5846
"16604" 16947 17963 12484 12717 12997 13786 15733 17802
"16605" 3837 4806 3861 3947 2770 3877 2667 2709
"16606" 1991 1569 1154 1342 958 985 1821 1205
"16607" 130 95 143 222 398 225 102 216
"16608" 74 67 150 78 53 65 58 92
"16609" 382 461 298 423 734 748 403 361
"16610" 3844 4746 5289 5869 6566 6600 5527 4631
"16611" 10362 9553 9323 9917 8045 8612 12533 10839
"16612" 912 1095 785 551 476 490 304 481
"16613" 3970 5002 3169 2988 3397 3693 2827 2006
"16614" 6039 4814 3105 4833 4225 4423 4643 5255
"16615" 14 3 70 93 103 138 30 80
"16616" 147 150 173 216 135 150 216 150
"16617" 12008 9257 8159 10515 6885 7147 9110 14555
"16618" 46 67 4 18 15 26 6 14
"16619" 166 292 193 210 256 297 328 333
"16620" 581 389 365 334 389 378 797 689
"16621" 400 280 182 134 104 45 93 183
"16622" 143 217 85 155 204 296 172 168
"16623" 545 386 281 183 479 425 296 326
"16624" 2381 2484 2609 3591 3452 4172 4511 3548
"16625" 446 483 444 569 372 383 548 455
"16626" 4 2 0 0 4 12 1 2
"16627" 734 729 1083 1604 789 742 649 436
"16628" 49 38 60 100 70 91 228 373
"16629" 3 6 0 0 0 0 10 14
"16630" 1963 2801 4099 2438 2444 1832 1855 2341
"16631" 6673 7597 6121 7038 4533 4506 5751 6731
"16632" 164 132 369 409 616 679 426 452
"16633" 4249 4060 2164 2239 1994 2924 2485 1998
"16634" 1002 862 999 824 1700 1469 1168 1341
"16635" 1290 1152 853 873 833 839 966 1083
"16636" 1090 1217 1295 1689 1002 1218 1149 941
"16637" 4695 5243 7168 6602 4392 3763 5036 4702
"16638" 2285 2313 1979 1919 3496 2362 1391 1110
"16639" 287 317 192 165 227 288 393 420
"16640" 821 629 769 885 939 760 720 1065
"16641" 1035 1005 781 699 655 864 1343 1520
"16642" 315 313 340 389 337 277 194 353
"16643" 5 1 18 11 0 0 28 3
"16644" 27 4 0 3 0 0 0 0
"16645" 557 893 1041 640 835 603 1250 730
"16646" 3667 3799 2449 2660 3629 4765 4033 3764
"16647" 215 198 225 276 211 212 123 158
"16648" 295 333 417 332 373 408 645 839
"16649" 13 20 0 0 43 30 44 70
"16650" 953 681 774 1151 1211 922 781 734
"16651" 3118 3005 3412 3866 2804 3977 3014 4048
"16652" 20 10 14 22 30 16 0 0
"16653" 5120 6617 10001 5128 5710 4944 6507 5691
"16654" 7318 6775 6994 5123 5850 6550 6420 5724
"16655" 5 8 14 22 11 105 29 52
"16656" 698 526 1068 1418 613 716 558 1212
"16657" 9 0 10 11 4 22 2 5
"16658" 0 0 3 9 14 26 12 7
"16659" 5904 7439 6746 6639 5129 8560 6080 6482
"16660" 434 505 429 448 644 594 424 385
"16661" 3309 4216 3663 4371 3273 2622 3147 4270
"16662" 1949 1286 1370 1441 1726 911 1124 1800
"16663" 314 291 221 249 396 510 576 382
"16664" 8743 9204 6271 7066 9499 7771 8613 7153
"16665" 3921 3950 4071 3404 3329 3665 2303 2632
"16666" 1611 1333 1204 1380 1244 1339 829 740
"16667" 2254 2285 5827 6519 4916 5351 4613 4797
"16668" 2354 2243 1848 1435 1671 1686 2326 2435
"16669" 2652 2942 2222 1919 1630 1582 1253 1964
"16670" 161 278 202 197 374 207 208 209
"16671" 69 246 231 338 903 598 440 314
"16672" 26 7 40 40 0 0 17 8
"16673" 234 213 326 219 101 108 320 363
"16674" 162 110 139 126 177 163 32 78
"16675" 1448 869 1202 1365 705 1166 1286 959
"16676" 9326 6936 15631 11569 13015 9679 9578 9855
"16677" 1304 1162 753 579 654 781 961 822
"16678" 3164 2912 3292 2656 1477 2280 3045 1641
"16679" 2310 2050 2222 2038 1215 1284 1418 2110
"16680" 46 146 29 41 105 52 122 153
"16681" 279 301 679 573 494 420 520 375
"16682" 141 194 21 70 204 251 86 44
"16683" 3129 3340 3863 4395 2607 2434 1169 1497
"16684" 16 23 96 54 0 0 0 0
"16685" 10038 5869 11859 14412 5228 7156 7806 7919
"16686" 10 4 0 0 0 0 0 0
"16687" 6635 7812 6336 6201 6561 10181 7042 5843
"16688" 61 91 52 76 21 64 17 77
"16689" 5607 7388 6119 8395 7851 9159 7407 5635
"16690" 2750 2458 1956 3350 2297 2530 2113 2312
"16691" 1685 1770 1314 1021 1548 1637 1596 1836
"16692" 1941 1564 1618 1575 1186 1217 1806 1821
"16693" 2320 2118 968 1414 1773 1726 2373 2361
"16694" 2940 3550 3899 3063 4382 4237 4465 3416
"16695" 3753 4115 3058 2816 5119 4683 7970 5597
"16696" 906 699 745 654 485 390 268 374
"16697" 93 327 403 569 258 178 269 235
"16698" 102 126 15 24 70 86 109 47
"16699" 40 17 22 8 32 83 25 40
"16700" 1378 1450 1716 2261 925 452 1019 1222
"16701" 35 67 381 416 352 286 386 286
"16702" 1915 1788 4140 4107 4028 3774 3105 2971
"16703" 0 0 0 0 0 0 5 0
"16704" 7526 9968 11796 10569 7713 9887 7114 8232
"16705" 7545 7555 7171 5636 8951 7604 6276 3874
"16706" 1006 652 820 990 1445 1458 815 1091
"16707" 42 51 84 66 43 53 59 67
"16708" 2441 2845 3128 2763 3496 2268 3033 3034
"16709" 480 224 212 198 143 110 138 259
"16710" 1802 2097 1226 966 692 1223 1289 1225
"16711" 644 1063 938 568 520 669 551 358
"16712" 495 656 731 628 418 362 715 518
"16713" 402 540 271 299 230 428 364 264
"16714" 83 220 130 176 139 215 178 131
"16715" 96 112 53 30 11 12 23 23
"16716" 870 1059 971 1469 951 805 1153 941
"16717" 147 199 175 74 85 219 168 308
"16718" 3723 3662 4304 3968 4577 4296 3101 3532
"16719" 501 485 915 1197 983 1107 582 649
"16720" 762 890 380 395 414 523 751 867
"16721" 11643 15098 8189 9889 9393 9034 6409 7743
"16722" 1474 1662 998 953 1292 975 1408 1240
"16723" 0 0 3 2 1 5 2 5
"16724" 876 806 551 655 564 631 581 743
"16725" 998 1082 1115 1061 776 689 1133 1182
"16726" 90 173 100 82 213 250 99 72
"16727" 3341 3408 1975 2447 1846 1564 3107 3348
"16728" 176 193 333 472 271 332 357 266
"16729" 0 0 20 38 36 13 0 0
"16730" 5893 5676 5182 3464 5026 4834 6579 7434
"16731" 1563 1282 640 532 1264 893 2637 2063
"16732" 24 82 152 114 72 25 2 11
"16733" 237 145 145 171 158 124 249 169
"16734" 1721 1050 1375 2084 1361 869 1248 1358
"16735" 14 32 11 17 1 0 42 65
"16736" 88 74 92 125 67 119 32 29
"16737" 664 485 1108 775 432 483 868 933
"16738" 582 769 433 437 580 460 404 346
"16739" 3924 3984 3820 2925 4414 2941 5064 3708
"16740" 1815 1115 893 841 2476 1725 1401 1352
"16741" 475 324 402 558 403 474 411 394
"16742" 1272 1142 963 956 691 1130 1871 1430
"16743" 777 592 898 602 960 584 677 1008
"16744" 4480 3363 2862 1897 3000 2527 2661 3053
"16745" 4133 3296 4511 3861 3814 4567 5496 4918
"16746" 144 126 130 63 46 77 90 137
"16747" 90 113 275 314 147 159 370 307
"16748" 827 710 1107 643 1367 720 1259 1368
"16749" 155 79 277 393 180 218 70 103
"16750" 303 279 386 509 382 293 288 311
"16751" 903 562 1637 1729 1523 1380 2379 3412
"16752" 9919 12342 10097 12129 9742 12353 10419 13218
"16753" 1800 2393 1974 3670 1743 1594 3402 2993
"16754" 297 494 143 375 471 420 394 457
"16755" 3887 3552 2111 2065 2535 2621 2589 2893
"16756" 5226 3759 3815 2858 4121 4109 6613 8440
"16757" 332 389 186 248 571 304 530 592
"16758" 351 312 1367 1434 1075 983 1050 1023
"16759" 190 354 361 263 260 239 329 266
"16760" 15 14 10 13 2 8 0 0
"16761" 1793 1493 1978 1806 1009 1122 1181 1724
"16762" 0 0 4 3 11 11 17 16
"16763" 52 44 44 74 49 57 42 16
"16764" 177 232 99 147 21 78 239 153
"16765" 78 121 226 114 194 132 58 67
"16766" 400 335 249 251 505 337 229 206
"16767" 2385 2030 1683 1328 2458 2144 1807 2410
"16768" 1207 703 1255 1489 1505 1376 1319 1133
"16769" 653 626 1827 1045 1898 1452 1167 1099
"16770" 8104 7519 9008 9323 11499 8721 7176 6593
"16771" 633 695 1031 812 632 845 420 385
"16772" 3914 4749 1752 1730 2001 2486 1629 1636
"16773" 2259 2740 1667 1841 1651 1907 1644 1673
"16774" 1915 1369 1498 1601 1989 1893 2317 1886
"16775" 1329 1441 2702 2331 2026 2160 1774 1892
"16776" 87 141 49 38 202 148 49 49
"16777" 437 458 490 494 407 349 382 262
"16778" 63 35 121 56 46 17 27 20
"16779" 1404 1389 1665 1611 1929 1970 2868 2481
"16780" 1423 1592 1752 2153 3011 3063 1643 1765
"16781" 80 164 188 156 259 149 290 351
"16782" 2733 2236 1962 2466 3442 2512 3267 2878
"16783" 4 5 10 15 24 15 0 0
"16784" 4665 3672 3968 3513 4516 3823 3993 3675
"16785" 25 65 71 52 124 155 129 120
"16786" 309 479 522 460 718 679 564 431
"16787" 874 1275 2593 2154 1262 931 1418 1727
"16788" 854 603 1095 990 731 672 905 806
"16789" 3402 3468 3009 2512 2119 2162 3931 4266
"16790" 7510 4514 7428 6328 7151 6796 6979 6231
"16791" 23 45 0 0 25 28 58 40
"16792" 1765 1578 2552 2873 1606 1146 1334 1232
"16793" 86 126 312 401 70 169 145 163
"16794" 3966 5171 8334 9355 8160 8265 10042 6267
"16795" 2852 2765 4021 5235 3013 3471 5571 5832
"16796" 2678 2691 2503 2598 3487 3103 3180 3335
"16797" 1430 1202 1592 1677 1289 1201 1153 1086
"16798" 60 132 131 132 70 88 62 29
"16799" 187 277 176 231 222 251 389 409
"16800" 11386 9050 12087 14733 9265 13077 22309 18852
"16801" 2267 1875 2624 2799 2368 1943 4114 3402
"16802" 1491 1968 2258 2052 2961 3127 1510 1480
"16803" 1433 990 398 297 957 1045 1010 828
"16804" 1885 2010 2098 1792 1454 2385 2361 2470
"16805" 1177 1398 1860 1275 2279 2000 1740 2958
"16806" 1586 1347 919 1327 1179 1300 1054 1207
"16807" 3626 3348 3275 3773 4731 5319 4531 4020
"16808" 692 750 427 637 167 109 392 263
"16809" 1260 1082 700 1221 1340 1561 1760 1661
"16810" 2737 2475 2085 1880 2874 2351 2450 3387
"16811" 119 91 62 70 74 131 88 44
"16812" 1143 1096 811 1138 721 850 1057 844
"16813" 112 108 93 111 47 33 59 80
"16814" 100 97 27 46 21 73 10 22
"16815" 4 18 5 8 19 10 8 8
"16816" 2038 2107 1130 873 2001 1814 1292 1578
"16817" 727 863 2204 2427 982 1487 1608 1420
"16818" 380 420 264 326 370 359 364 336
"16819" 2859 2730 2093 1704 1620 1813 3100 3555
"16820" 252 375 308 245 294 257 272 256
"16821" 678 546 677 542 508 573 447 607
"16822" 49 42 7 4 4 2 9 24
"16823" 53 8 25 28 38 126 31 55
"16824" 55 132 202 88 56 35 150 63
"16825" 405 586 806 662 856 1332 812 608
"16826" 10 17 17 34 12 5 86 151
"16827" 2880 2677 3192 3155 3780 2840 3459 2977
"16828" 144 238 327 162 123 141 79 96
"16829" 11 27 34 82 85 33 7 5
"16830" 3224 3096 3876 2892 3530 3290 4056 4120
"16831" 209 192 336 255 81 278 134 72
"16832" 341 287 586 367 216 197 246 298
"16833" 2028 2210 1640 1876 1968 1793 1868 2128
"16834" 95 70 123 192 18 15 30 59
"16835" 2254 2283 2332 2145 1076 1814 1800 1206
"16836" 3075 2932 4000 3783 2415 3144 2318 2464
"16837" 1642 1382 1648 1371 1095 935 1557 2363
"16838" 832 702 258 532 601 543 1073 1116
"16839" 0 12 0 0 6 5 1 6
"16840" 14 18 9 9 27 23 19 8
"16841" 6 1 0 0 149 161 96 79
"16842" 1755 1093 1027 775 894 1019 773 1119
"16843" 5901 3856 5404 4417 5256 5225 5006 4397
"16844" 312 287 159 375 212 287 368 408
"16845" 77 75 53 138 54 98 84 62
"16846" 3257 2689 3291 5834 3854 3935 3051 3229
"16847" 2910 2958 2672 3032 5400 5471 4848 5065
"16848" 336 300 451 504 354 232 192 194
"16849" 1856 1625 1818 2647 1632 1736 2583 2564
"16850" 4818 4357 5163 5542 3981 5059 3129 4946
"16851" 1425 1554 1150 1236 1363 1273 1240 1165
"16852" 4596 4482 2134 2307 2694 2426 4680 4341
"16853" 190 144 430 481 128 150 328 303
"16854" 4084 3923 4423 4334 4886 4794 4655 5500
"16855" 380 645 555 530 511 419 412 537
"16856" 210 257 71 72 193 212 54 53
"16857" 1356 1816 1554 1213 1223 1243 1361 1390
"16858" 1489 1955 860 1065 807 953 1485 1356
"16859" 5788 5303 3492 5140 5104 4302 6803 5412
"16860" 183 264 205 227 182 176 111 96
"16861" 774 805 463 511 790 690 298 310
"16862" 147 156 109 115 178 84 353 321
"16863" 1109 1065 889 534 445 649 590 1074
"16864" 25 20 89 83 163 197 162 151
"16865" 1998 1782 1229 1530 3110 3602 657 736
"16866" 1826 1936 1546 1214 1560 1759 1572 1724
"16867" 1026 1524 771 936 862 1280 968 1207
"16868" 112 60 50 183 10 33 100 81
"16869" 1111 934 820 834 566 667 1357 1228
"16870" 2422 2293 4355 4849 3690 3952 2876 4132
"16871" 8264 7808 7824 7199 8584 8931 8523 7640
"16872" 115 161 158 208 143 158 175 312
"16873" 228 267 327 633 104 135 474 388
"16874" 1091 1057 1207 1351 1928 1290 1559 1391
"16875" 718 295 646 850 1303 728 854 1248
"16876" 18575 19278 21239 22821 14763 13415 16951 20182
"16877" 873 913 705 1126 855 772 690 992
"16878" 5586 4574 6346 5590 4295 3559 2474 2690
"16879" 3249 5214 8663 8478 9581 8392 5482 5927
"16880" 75 85 72 48 96 27 39 26
"16881" 11002 12193 14380 10115 12450 10111 5139 7184
"16882" 12354 9168 11639 11840 13261 12418 13493 13271
"16883" 1691 2390 2396 2054 2174 2262 1885 1789
"16884" 27 44 42 33 53 89 85 71
"16885" 6447 5884 6585 8900 5798 6535 7347 11471
"16886" 965 980 1039 900 1371 1602 1634 830
"16887" 170 132 276 230 108 289 144 154
"16888" 2000 1686 938 852 1431 1526 1768 2015
"16889" 2 8 20 17 0 0 2 0
"16890" 1300 824 1099 1185 1118 918 532 293
"16891" 129 62 105 102 94 135 134 27
"16892" 194 272 410 310 313 244 241 218
"16893" 1 6 17 8 0 0 1 3
"16894" 88 54 220 218 172 181 209 180
"16895" 3910 4542 5496 4508 4588 4753 4214 4861
"16896" 236 116 496 424 496 534 632 415
"16897" 286 289 204 148 377 589 102 110
"16898" 1905 1301 1706 1272 1366 1568 1151 1370
"16899" 409 483 1094 993 346 576 1449 976
"16900" 293 338 864 1061 546 542 802 918
"16901" 15 12 87 42 41 38 34 77
"16902" 75 37 113 79 179 184 94 94
"16903" 1601 1366 2162 1885 1448 1381 1560 1119
"16904" 67 39 5 1 0 0 5 4
"16905" 3387 4109 6755 5236 3890 3476 4209 4775
"16906" 26 14 50 47 5 9 9 5
"16907" 669 759 605 734 609 573 269 193
"16908" 1887 2554 1243 1364 1375 2060 2431 2408
"16909" 0 10 0 0 6 3 0 0
"16910" 6135 4971 9989 9190 8772 9574 9725 9350
"16911" 1312 2021 1551 1808 1118 1421 1747 1561
"16912" 88 98 50 64 110 55 34 50
"16913" 334 473 491 350 631 599 416 260
"16914" 2882 4909 5053 7616 7599 6908 4507 4510
"16915" 2837 1744 1701 2340 1495 1429 1995 1397
"16916" 3505 4111 7240 6678 3635 5284 5037 4765
"16917" 13982 11477 9961 10016 13330 14103 14042 12920
"16918" 11436 11818 12477 10276 10127 10357 10497 9752
"16919" 0 0 0 0 1 3 4 12
"16920" 6228 6819 8084 6325 7679 7127 5817 7141
"16921" 582 335 1044 971 600 586 615 871
"16922" 3210 2962 2325 2478 1870 1960 2675 2186
"16923" 346 591 197 88 281 86 132 136
"16924" 482 796 762 1133 715 481 719 688
"16925" 1123 1115 1662 1720 2033 2255 1085 1809
"16926" 3700 3618 3186 3216 2488 2194 2782 2613
"16927" 1143 1013 1109 1410 640 636 792 930
"16928" 9379 11199 7393 7774 7364 8127 9911 8274
"16929" 236 286 286 313 531 487 353 360
"16930" 1120 1412 1403 1835 1741 1553 2170 2394
"16931" 136 194 73 134 89 102 73 54
"16932" 144 224 187 144 125 143 29 37
"16933" 1616 1583 1778 1070 1221 1214 1162 2093
"16934" 3358 3915 4210 3493 3214 3568 4318 5775
"16935" 1113 1181 1201 565 606 601 1280 1148
"16936" 10170 8909 4769 4333 5392 7193 10077 8351
"16937" 2694 3018 1497 2855 2028 2244 2317 2329
"16938" 20 7 22 33 1 0 32 34
"16939" 2904 3083 4085 4000 3070 2231 2714 2623
"16940" 680 629 1323 1065 722 696 1055 881
"16941" 176 253 122 141 332 231 167 265
"16942" 154 162 44 31 45 66 55 50
"16943" 4503 5155 4833 4317 3844 4067 5509 4964
"16944" 3796 3927 4728 5520 5488 4589 2629 2594
"16945" 345 383 508 371 591 502 459 496
"16946" 80 121 143 255 256 126 276 159
"16947" 203 239 728 865 262 423 227 150
"16948" 0 0 14 28 24 9 26 16
"16949" 221 265 226 160 293 226 194 370
"16950" 314 319 367 526 516 704 418 774
"16951" 493 288 619 456 327 539 599 684
"16952" 134 92 314 250 308 134 127 254
"16953" 322 509 500 464 621 355 396 353
"16954" 270 261 115 94 156 306 119 69
"16955" 4110 4896 3709 3537 4053 4350 4224 4986
"16956" 153 150 207 249 432 453 194 284
"16957" 3421 3802 2296 2057 2480 2842 3178 3005
"16958" 1799 1485 2006 1840 1747 1903 2210 2091
"16959" 368 315 376 554 381 599 451 393
"16960" 5211 4133 3295 3622 4599 3927 2960 3601
"16961" 105 68 29 10 156 119 28 18
"16962" 6892 5976 7655 5523 4680 4786 6164 4843
"16963" 0 0 12 3 8 0 9 14
"16964" 10329 10618 10601 7466 11703 9000 7789 10603
"16965" 1934 1855 1303 1411 1919 1483 1178 1547
"16966" 1317 1559 897 1756 903 891 999 1644
"16967" 5509 5692 4294 4811 4539 5321 4409 3350
"16968" 31 33 106 165 105 199 86 21
"16969" 301 188 377 467 310 264 572 551
"16970" 646 665 505 600 801 531 280 292
"16971" 1033 1108 740 861 900 919 1077 1213
"16972" 1561 1399 1093 1734 1883 2294 1348 1404
"16973" 41 76 136 44 43 38 88 144
"16974" 490 374 835 781 387 547 700 537
"16975" 141 122 245 98 134 57 29 14
"16976" 1056 1031 957 1249 881 753 900 717
"16977" 217 187 121 90 367 171 142 166
"16978" 209 147 384 252 358 222 327 259
"16979" 12223 12193 17550 13708 7284 5704 10439 12621
"16980" 322 512 555 386 356 484 289 345
"16981" 7201 6843 5937 5964 5584 5446 6391 7194
"16982" 52 31 94 91 21 30 55 103
"16983" 179 140 202 202 243 154 70 80
"16984" 3027 3334 2656 3195 2380 3044 3420 2172
"16985" 943 686 793 1390 1316 1135 1438 1299
"16986" 254 203 83 159 477 494 304 369
"16987" 212 434 228 238 206 300 145 206
"16988" 3574 3066 2275 2824 1923 3671 3479 3714
"16989" 2887 2208 1999 1814 2236 2131 1118 1082
"16990" 973 1385 1327 1291 1341 823 2250 2462
"16991" 92 86 303 297 295 259 208 136
"16992" 10133 11709 12702 12521 9697 11619 9463 9380
"16993" 3503 2654 3198 2674 2631 2793 2727 3129
"16994" 212 190 332 343 295 95 312 306
"16995" 3474 2922 3552 2930 2833 3320 3896 3895
"16996" 24 21 0 0 0 7 0 0
"16997" 1840 1718 3251 1905 1686 1285 457 715
"16998" 1393 1480 1190 919 1671 1581 1480 1191
"16999" 3808 3922 5950 6816 4498 4084 3094 2886
"17000" 10 52 146 89 26 53 59 53
"17001" 1773 2232 3281 2361 1686 3167 2867 2927
"17002" 5775 6992 8475 7934 2869 5106 4958 7179
"17003" 1843 1484 820 827 1999 1487 1185 1542
"17004" 593 373 697 629 820 435 536 362
"17005" 468 474 712 577 726 445 416 444
"17006" 2160 2005 2366 2849 1908 2419 4100 2852
"17007" 374 544 318 312 387 371 339 331
"17008" 1611 2196 1645 2186 2081 2145 1848 2425
"17009" 834 847 843 650 759 977 727 823
"17010" 1129 1311 1073 1415 2590 3501 1761 1703
"17011" 312 353 197 206 293 381 339 295
"17012" 2016 2166 4795 3229 3033 2417 1939 2625
"17013" 97 142 63 36 20 13 25 16
"17014" 97 61 168 181 91 129 134 182
"17015" 154 123 299 356 106 90 733 513
"17016" 686 655 404 744 778 845 599 927
"17017" 3262 2930 2576 1829 1865 2226 1349 1487
"17018" 4281 4037 6214 5345 5068 5937 3142 3457
"17019" 1311 920 520 367 1487 1349 1255 1338
"17020" 817 997 580 644 835 849 1358 676
"17021" 1117 795 312 255 436 491 952 389
"17022" 1165 1670 1618 1634 612 1162 2898 3016
"17023" 174 139 87 59 181 154 118 55
"17024" 8 8 12 23 4 10 0 10
"17025" 1229 1147 428 483 605 460 774 928
"17026" 1099 1062 1196 1470 553 647 1538 1424
"17027" 0 0 53 90 45 24 17 10
"17028" 3217 3813 1835 2678 1597 1748 2321 1793
"17029" 7165 5134 7250 6327 6541 6122 3886 4737
"17030" 785 744 811 980 907 810 972 982
"17031" 1163 1123 2228 2269 820 717 1158 1220
"17032" 228 186 474 408 155 338 207 205
"17033" 257 239 169 139 271 286 507 501
"17034" 3842 3609 2775 3831 4039 3845 3783 3724
"17035" 0 0 0 0 52 24 0 0
"17036" 980 818 1940 1867 792 950 1299 1234
