"TP1_1" "TP1_2" "TP1_3" "TP1_4" "TP1_5" "TP2_1" "TP2_2" "TP2_3" "TP2_4" "TP2_5" "TP3_1" "TP3_2" "TP3_3" "TP3_4" "TP3_5" "TP4_1" "TP4_2" "TP4_3" "TP4_4" "TP4_5"
"gene_17335" 2354 3056 3446 3077 3968 1876 3216 3427 2157 2195 4429 3960 3071 3504 3573 2893 3770 3290 3922 3995
"gene_17336" 5088 4493 5518 4748 5169 5415 4421 5268 4775 5626 4590 6364 6582 6877 8108 7030 4427 6577 6135 6285
"gene_17337" 31 34 24 27 28 18 31 29 16 42 22 7 18 40 8 25 24 24 49 26
"gene_17338" 84 104 59 97 80 90 164 111 111 140 211 142 212 101 131 19 49 87 34 42
"gene_17339" 85 138 170 135 130 157 185 195 161 78 226 184 267 144 119 74 59 80 123 69
"gene_17340" 5126 5926 6179 5258 7157 5621 6530 6297 6855 6368 5200 7474 6096 5075 6213 6551 5915 5191 6386 5219
"gene_17341" 746 707 717 991 678 652 593 412 569 758 724 882 885 804 821 1034 754 613 856 608
"gene_17342" 1084 1284 1276 1107 1159 1704 2223 1728 1598 2011 1771 1498 1972 2116 1627 1542 1417 1774 1298 1607
"gene_17343" 7 12 4 16 3 24 14 30 11 14 36 11 26 36 30 11 40 61 61 50
"gene_17344" 0 6 4 2 0 12 5 18 4 11 11 13 17 15 32 15 7 2 4 10
"gene_17345" 1110 639 670 974 829 622 641 536 745 691 1388 1315 875 1624 1405 658 1260 863 495 884
"gene_17346" 660 517 613 565 415 432 433 381 308 505 474 920 612 710 574 891 682 888 792 792
"gene_17347" 1702 1855 1821 1738 1454 1354 2118 1868 1899 1906 2269 2207 2231 2072 2981 2048 2412 2364 2885 2766
"gene_17348" 6737 7059 6638 6223 8877 11431 9697 10034 10560 10845 8702 9467 9188 9206 7666 7955 7897 6884 8312 6787
"gene_17349" 473 443 551 486 370 457 399 603 819 723 1327 1367 1260 1242 1408 1577 930 1608 1147 1036
"gene_17350" 226 177 198 191 293 212 190 208 310 205 229 234 234 178 261 77 56 83 100 96
"gene_17351" 542 568 319 605 316 404 335 274 362 427 302 360 360 325 503 348 343 387 267 379
"gene_17352" 3880 3278 3026 3090 3567 2993 2639 3162 3044 2984 3325 2458 3630 3350 2103 5288 3354 4197 3156 4032
"gene_17353" 1178 1255 941 1251 963 877 702 845 833 572 1012 1373 1007 998 910 484 404 618 455 476
"gene_17354" 549 496 361 538 428 437 511 423 366 302 133 158 173 184 281 371 629 776 711 732
"gene_17355" 2513 2475 2615 2317 3044 4271 2249 3291 2460 2382 2157 2638 2489 3805 2683 2312 3119 2880 2919 2870
"gene_17356" 390 277 428 302 593 339 327 482 223 290 639 593 493 1080 573 762 719 598 679 592
"gene_17357" 390 346 458 531 810 325 602 521 694 802 464 412 448 469 422 409 180 442 407 288
"gene_17358" 123 61 69 28 48 141 116 127 75 119 219 342 221 347 250 139 102 103 90 102
"gene_17359" 126 171 204 182 158 226 200 300 259 182 381 278 545 296 249 217 366 357 357 267
"gene_17360" 5526 5327 4010 4140 4133 4920 4837 4027 4438 4572 3620 4820 4748 5283 4456 3133 3268 2807 2722 2702
"gene_17361" 5628 4939 5567 4776 6171 9165 8305 9657 7631 7999 7914 9351 8376 7925 8703 7451 8433 8594 8350 9273
"gene_17362" 0 0 0 0 0 0 0 0 0 0 0 3 5 5 1 0 0 0 0 0
"gene_17363" 424 391 545 449 552 581 516 480 557 374 797 762 839 712 761 648 1030 894 786 738
"gene_17364" 565 623 571 630 579 538 611 597 738 837 1053 821 945 935 1180 364 293 324 341 232
"gene_17365" 766 659 720 799 806 876 880 660 1070 761 1107 860 1273 729 1168 856 1117 743 955 705
"gene_17366" 3487 3057 2948 2600 5183 4666 5182 4013 5259 5318 2951 3210 2893 2834 2946 5236 4008 4614 3514 4928
"gene_17367" 5644 6400 5318 6764 5464 4741 5134 4182 4646 4927 7566 4516 7293 5744 6522 5550 6781 6334 6138 5737
"gene_17368" 0 0 0 0 0 3 2 1 25 3 2 2 4 7 0 6 7 14 28 5
"gene_17369" 162 164 167 111 143 121 88 229 57 78 78 74 30 137 95 47 37 32 33 74
"gene_17370" 89 141 140 88 105 112 185 161 163 147 76 97 114 144 139 39 16 63 57 45
"gene_17371" 21 7 19 10 24 8 0 1 11 0 8 4 1 1 7 58 71 36 43 42
"gene_17372" 3754 3782 5186 4404 5084 5591 4893 5279 4631 5307 2227 2682 3114 2402 2274 3136 3923 3864 3734 4106
"gene_17373" 1360 1262 1276 1195 1272 2117 2300 2121 1926 1553 1224 1246 762 1282 1595 1872 1894 1842 1861 1360
"gene_17374" 1058 940 1216 1020 748 892 839 752 540 529 758 999 873 963 607 1273 1366 784 890 691
"gene_17375" 10 17 27 15 17 16 27 52 42 14 11 12 12 12 14 7 44 14 7 14
"gene_17376" 37 10 28 25 25 52 50 48 46 62 66 36 73 75 111 13 6 8 2 8
"gene_17377" 0 0 0 0 0 0 0 0 0 0 2 1 0 0 5 3 4 8 8 3
"gene_17378" 78 69 63 26 5 384 307 198 463 401 84 92 80 68 87 34 88 37 39 37
"gene_17379" 5252 4997 5334 5274 5129 6265 7022 4991 6266 5411 7722 7951 7537 9049 9254 4837 5087 4806 4147 6812
"gene_17380" 376 555 236 337 476 359 249 475 577 448 331 392 212 318 371 189 250 249 110 287
"gene_17381" 389 422 471 428 401 578 633 398 402 577 510 584 697 648 506 643 641 683 623 611
"gene_17382" 111 315 176 200 191 156 414 227 118 199 182 250 278 240 172 58 172 130 167 75
"gene_17383" 22479 14193 22374 25656 20174 9101 10561 10012 10219 8808 16807 20074 20322 15216 18077 18213 19758 20483 18596 20309
"gene_17384" 168 222 425 258 282 308 398 424 449 287 364 568 258 393 356 424 428 356 412 259
"gene_17385" 6170 5004 6506 6696 6667 7331 5337 5471 6131 4387 5161 5295 5384 4704 4654 8138 7348 8156 7882 8182
"gene_17386" 344 428 316 401 167 209 139 145 107 123 258 187 257 186 198 65 101 88 42 57
"gene_17387" 1535 1108 1294 1248 1405 1217 1156 1122 954 1194 1084 1039 1007 1206 1023 1160 1415 959 1382 1104
"gene_17388" 1152 1250 995 1067 1215 369 369 452 273 428 818 640 757 693 663 776 416 972 481 421
"gene_17389" 4002 3636 2787 3275 3080 5065 4290 5496 4431 4829 5649 4731 4410 4609 5090 4402 5137 4702 4559 5453
"gene_17390" 5890 5672 4470 5523 7670 4854 7238 7696 7956 6713 8550 8439 9628 7975 8951 4521 5350 7546 5403 7491
"gene_17391" 4887 3738 4366 4130 5111 2517 3653 2974 4197 3636 3556 3632 3511 2896 3196 3019 3210 3085 3129 3420
"gene_17392" 17 18 26 15 18 61 52 50 35 153 25 13 27 20 110 106 62 62 108 62
"gene_17393" 102 55 91 54 55 47 84 82 64 64 15 20 14 13 25 9 6 2 12 21
"gene_17394" 22 15 31 35 31 65 38 50 47 35 18 20 40 21 15 67 27 39 54 89
"gene_17395" 5 23 18 44 21 210 164 153 117 115 78 135 121 100 64 19 25 33 18 28
"gene_17396" 5799 4167 4356 3991 3864 5394 6399 6643 5675 6073 8709 7325 8246 6818 7345 5494 5604 5822 5312 6314
"gene_17397" 344 461 227 425 487 646 533 569 660 570 520 496 516 416 426 286 246 280 259 480
"gene_17398" 7570 6492 8611 7183 7049 7313 6726 8547 7377 8549 6905 6838 7585 6666 7247 7825 9791 8844 6423 8695
"gene_17399" 223 257 287 319 361 189 330 171 260 156 139 156 120 152 147 93 121 72 131 111
"gene_17400" 607 546 704 641 579 614 383 730 545 732 903 591 740 696 1129 669 338 348 542 603
"gene_17401" 991 895 1173 931 1023 1136 1035 1255 1060 1033 901 983 1254 1088 944 804 933 715 547 810
"gene_17402" 20 17 36 8 54 79 98 173 92 107 78 116 50 109 77 32 63 54 55 14
"gene_17403" 66 100 116 61 24 71 231 84 83 110 94 48 146 105 99 38 80 54 46 52
"gene_17404" 9223 8858 9061 9158 9388 11725 10507 10673 9676 8539 11326 7275 10297 13935 9955 8292 8825 8044 10473 8883
"gene_17405" 278 291 262 267 436 192 410 322 350 323 500 568 427 439 498 482 259 241 299 167
"gene_17406" 4331 5048 4980 4178 5946 5158 4376 5664 5636 4549 5628 5901 5201 5621 5490 6093 6689 6936 7366 5280
"gene_17407" 410 637 819 449 977 653 446 589 436 584 1052 406 873 631 723 347 367 321 211 359
"gene_17408" 432 393 319 323 342 247 50 133 103 155 491 509 482 382 382 331 335 348 171 261
"gene_17409" 6 16 22 17 6 10 1 6 4 6 3 0 0 1 0 7 4 2 7 5
"gene_17410" 949 937 859 1215 1117 1034 896 1036 981 1009 1235 1012 1132 1036 1087 2146 1280 2071 1462 1877
"gene_17411" 33 48 128 67 84 72 49 26 46 66 25 29 13 16 22 52 25 38 62 20
"gene_17412" 3566 4434 4530 4894 3865 2773 2824 2773 2897 2768 2339 2870 3101 2653 3700 4324 3373 3680 2735 3808
"gene_17413" 672 664 745 1090 806 799 785 486 806 792 946 672 830 905 658 620 897 688 730 835
"gene_17414" 671 621 622 522 464 730 1217 808 1129 691 925 967 613 727 894 680 458 819 895 715
"gene_17415" 6851 7207 5526 6954 6247 9030 5567 9109 6634 9422 6675 6930 7612 7109 6647 5357 7832 6083 7824 7153
"gene_17416" 4979 7870 6552 5438 7218 5411 8411 7942 7244 7272 8049 6931 8149 8218 6507 4862 5874 6935 7470 6960
"gene_17417" 2924 2980 4029 2063 4233 4421 2545 3894 4448 3843 1836 1773 1884 1698 1821 2744 2309 2363 3143 2533
"gene_17418" 34 32 45 67 23 155 100 100 94 108 19 21 31 39 41 102 118 115 228 96
"gene_17419" 3857 3412 3062 3600 4405 3648 3029 2997 3064 3095 3927 4724 4413 4014 4670 4531 5482 5632 5446 5030
"gene_17420" 38 33 93 54 37 40 61 27 39 38 153 110 179 111 93 21 46 27 74 91
"gene_17421" 8 2 2 0 18 7 13 21 11 10 20 26 25 31 23 4 4 4 7 11
"gene_17422" 465 433 834 1012 575 561 404 695 487 466 377 224 553 330 415 322 337 246 318 225
"gene_17423" 1946 1551 1939 1618 2143 1559 1776 1516 1597 1790 1143 1216 1502 1422 1085 1074 1310 1932 1201 1461
"gene_17424" 99 66 81 133 81 190 194 241 101 156 375 332 144 217 266 141 172 130 249 202
"gene_17425" 5566 4420 6132 7613 5984 6914 6010 8080 5822 9052 7914 9442 7273 6119 7357 7026 8544 8470 7677 8180
"gene_17426" 305 302 421 302 242 411 235 394 340 368 295 456 361 493 234 204 201 350 219 254
"gene_17427" 5034 5032 3871 5176 4622 4281 5395 3622 4822 4519 4411 4407 6056 4374 5397 3928 4587 4051 4223 4718
"gene_17428" 4016 4330 3982 4170 3398 4695 4556 4206 5918 4029 4822 3439 3441 3480 3181 3380 4028 3350 3514 3656
"gene_17429" 963 868 836 986 695 1485 1239 1269 807 1308 1424 1494 1518 1464 1565 1258 1129 375 660 419
"gene_17430" 62 68 50 133 71 17 9 23 48 25 46 70 114 77 79 99 61 69 95 44
"gene_17431" 949 1455 810 789 1059 1129 1164 945 1062 936 1680 1824 2002 1753 1775 1300 1248 1734 1360 1306
"gene_17432" 683 728 642 623 730 641 604 567 616 767 356 650 394 291 521 579 570 823 461 770
"gene_17433" 136 123 191 137 88 344 269 176 248 265 52 29 89 67 87 333 183 239 157 156
"gene_17434" 1074 861 613 666 1071 1862 2100 1494 1718 2076 714 672 816 668 578 1729 1408 1761 1550 1845
"gene_17435" 77 78 88 112 96 39 45 68 59 24 67 64 58 78 52 139 106 167 113 129
"gene_17436" 2125 1668 1987 1865 1292 1652 1367 1661 1885 2317 1769 2081 1830 1437 1775 831 1248 1645 1669 1268
"gene_17437" 861 976 1053 780 1190 929 812 1383 1418 953 1307 2096 1639 1953 1817 1160 1124 761 880 1202
"gene_17438" 1420 1110 1598 1219 1341 652 896 1112 942 1086 1181 1053 1439 841 1223 1353 1081 942 901 1331
"gene_17439" 4110 4311 4567 4683 4899 3231 2996 4712 4567 2907 3049 2243 3572 2429 2754 3399 3184 3619 4266 3268
"gene_17440" 2656 2252 1661 2728 2309 3645 5126 2808 3591 2964 2768 2612 2471 2605 1567 3381 2187 2440 2558 2676
"gene_17441" 1537 1723 1494 1470 1668 1943 2029 2200 2241 2120 1256 958 1060 724 905 1887 2354 3185 2261 2070
"gene_17442" 656 383 548 529 541 656 566 526 347 535 494 593 594 506 576 516 591 558 599 453
"gene_17443" 745 537 567 589 464 452 358 512 402 477 578 1083 1175 1190 885 309 772 523 996 634
"gene_17444" 324 577 358 332 419 853 854 716 778 813 899 956 439 687 695 876 896 1037 751 867
"gene_17445" 4 7 2 6 12 19 1 12 31 13 50 56 77 122 67 56 42 42 24 28
"gene_17446" 2 5 7 1 10 4 8 14 5 8 23 23 14 10 22 10 2 10 4 6
"gene_17447" 708 847 528 895 1062 530 463 577 711 557 439 625 599 636 817 844 800 785 838 947
"gene_17448" 299 265 313 371 341 351 255 199 225 202 112 128 175 149 210 143 135 198 110 192
"gene_17449" 121 86 133 93 125 255 249 368 258 352 186 166 223 217 219 88 29 26 46 39
"gene_17450" 1395 1748 1235 1853 1314 1661 1536 1969 1669 1787 1244 1091 1367 1066 1055 1212 1354 1157 1402 1358
"gene_17451" 3234 3495 3359 3248 3411 3496 3820 4040 4079 3768 4378 4682 2939 3374 4201 5842 5830 4701 6020 5728
"gene_17452" 3129 2612 2283 2451 2214 1509 1515 1425 1150 1512 2724 2554 2538 2444 2791 1990 2109 2334 1582 2038
"gene_17453" 1923 2214 1860 2146 2320 2757 3017 4087 3173 3106 1996 2389 1669 2760 2029 2741 2809 2678 2600 2754
"gene_17454" 87 170 155 154 174 180 128 144 91 201 101 102 110 123 111 142 137 120 301 117
"gene_17455" 1323 1396 1181 1088 1135 1171 1251 1455 1290 1269 1529 1729 1198 1516 1641 1037 886 995 1050 894
"gene_17456" 655 736 817 968 687 815 909 957 889 981 1820 1807 1786 1817 1736 1754 2184 2494 2771 2523
"gene_17457" 140 152 125 137 153 308 247 386 273 302 44 51 61 31 65 168 150 150 171 175
"gene_17458" 39 11 9 45 12 116 28 24 32 51 68 55 139 154 62 159 160 103 116 85
"gene_17459" 601 707 516 573 595 462 590 427 541 513 526 984 614 1183 513 349 496 390 366 532
"gene_17460" 119 81 239 201 92 147 201 235 157 151 343 341 372 443 419 108 118 197 136 135
"gene_17461" 253 292 171 291 261 281 329 417 274 309 289 261 424 256 498 115 100 200 89 179
"gene_17462" 56 66 47 57 77 10 6 6 10 4 0 0 0 0 0 39 28 27 29 18
"gene_17463" 1817 2516 2284 3063 2457 2038 2209 2351 1826 1937 1875 2201 2232 1983 2073 1143 1408 1291 1658 1675
"gene_17464" 3350 3411 3441 3556 3357 3632 3466 3066 3059 3111 2642 2593 2854 2769 2759 2926 2643 3419 2967 2777
"gene_17465" 197 196 190 175 268 146 145 154 157 133 361 159 234 167 164 391 719 640 404 658
"gene_17466" 3653 3084 2820 2744 2870 4577 4316 5064 4462 4838 4718 4108 5010 4184 3999 6022 5330 6179 5545 5578
"gene_17467" 1223 960 1018 724 1074 1336 1017 1074 1386 1240 1518 1643 1478 1666 1256 643 596 770 302 500
"gene_17468" 15 41 10 13 21 40 46 50 34 60 56 14 23 54 43 14 5 24 12 6
"gene_17469" 1096 992 1296 1110 1087 1555 1827 1334 1168 1473 1060 841 1061 760 916 1454 1082 1555 1925 1958
"gene_17470" 663 703 677 629 646 997 1024 868 829 955 1146 991 1067 1126 1322 709 835 761 975 803
"gene_17471" 9091 10817 10348 8463 11244 7636 9667 10317 11129 10169 11963 13237 13237 12491 18800 8410 14092 10394 13061 19966
"gene_17472" 11749 12317 9170 14880 16412 15253 15196 17190 15486 17242 10752 12715 11494 10516 13736 13276 12267 13752 11997 15591
"gene_17473" 263 411 354 470 469 376 173 252 271 223 297 212 318 202 301 589 487 526 721 490
"gene_17474" 129 130 120 177 190 388 435 327 320 406 515 459 421 595 422 373 319 363 315 415
"gene_17475" 621 716 700 708 472 665 818 827 1078 580 1048 1054 775 979 810 722 795 497 688 532
"gene_17476" 8 8 10 13 5 29 42 31 18 19 41 73 40 49 64 28 9 28 11 16
"gene_17477" 450 269 301 177 212 51 30 63 51 19 39 41 63 32 51 178 120 54 143 146
"gene_17478" 45 85 72 31 21 0 0 0 0 0 64 45 54 75 44 7 16 15 8 9
"gene_17479" 3847 4486 3356 3952 4436 4567 5676 5521 5490 4371 5428 3689 5360 4838 4388 5163 5166 4780 5218 4068
"gene_17480" 323 331 299 205 350 70 105 70 79 121 212 177 129 205 223 336 205 305 229 407
"gene_17481" 303 311 298 236 328 228 291 186 375 207 246 306 242 184 209 106 248 137 72 49
"gene_17482" 130 195 154 243 215 35 62 60 71 43 80 123 67 97 107 108 45 89 98 106
"gene_17483" 10 6 2 0 0 0 0 0 0 0 3 6 0 4 2 2 0 5 2 12
"gene_17484" 2172 2573 2731 2631 2168 1863 1532 1587 1426 1749 2442 2158 2221 2110 2432 3994 2929 3391 3722 3587
"gene_17485" 173 76 134 212 121 118 73 120 39 46 51 49 49 45 75 161 180 227 259 191
"gene_17486" 18925 14193 17571 19298 15727 19907 19973 23166 27351 18054 14355 11725 12826 12632 13587 15156 10641 11765 14193 15236
"gene_17487" 6517 5758 6354 7053 5673 6170 5029 6121 5842 4941 4703 4134 5211 6339 6141 9269 6849 8146 6668 7062
"gene_17488" 71 21 38 51 20 54 59 86 48 74 100 46 43 23 99 73 68 74 78 73
"gene_17489" 407 226 214 304 373 123 153 162 218 156 84 54 130 125 92 75 284 151 147 115
"gene_17490" 18 9 32 23 6 40 13 31 19 16 2 3 2 12 7 9 7 14 9 16
"gene_17491" 94 107 88 79 121 88 62 119 79 89 186 240 190 231 226 123 83 120 76 71
"gene_17492" 382 288 375 328 342 316 245 215 277 160 178 126 134 142 202 309 269 315 370 245
"gene_17493" 3114 2787 2947 3925 2176 2397 1389 1726 1558 1470 2539 2956 3119 3370 2884 5088 2231 4515 3524 5591
"gene_17494" 7474 9120 5523 8522 6118 8274 7980 10212 8288 7823 7590 8372 6110 9187 5139 9672 7400 9975 9068 10414
"gene_17495" 165 158 117 167 151 92 146 142 232 122 225 214 151 149 157 158 56 97 106 112
"gene_17496" 278 622 429 427 508 711 780 753 509 692 765 675 611 785 697 1026 980 1011 843 1090
"gene_17497" 75 60 71 68 150 43 48 55 101 22 99 38 226 203 82 57 51 48 67 54
"gene_17498" 76 100 180 116 90 137 63 105 74 75 37 90 44 28 15 93 49 80 95 125
"gene_17499" 758 1063 1056 814 827 1342 1186 1029 982 1156 586 762 640 657 661 1043 1034 1041 1126 939
"gene_17500" 467 447 490 483 497 443 366 422 411 474 478 327 445 410 543 469 518 492 325 579
"gene_17501" 493 577 534 236 437 523 330 427 329 316 383 506 618 448 446 1120 723 1049 885 530
"gene_17502" 1355 1501 1779 1579 2306 1802 1823 1807 1831 1845 1719 1777 2310 1910 1949 1516 1922 1896 1868 2144
"gene_17503" 265 228 239 270 236 207 155 196 198 153 112 96 181 83 73 162 226 171 133 109
"gene_17504" 6418 7809 6045 5597 5425 5024 4522 4313 6115 5842 5254 4846 5306 5073 4997 3826 4924 5239 4172 4750
"gene_17505" 1712 1611 2228 1943 1659 2839 2969 2759 2893 2894 2954 2671 2945 3367 3002 2445 3386 2579 2160 2562
"gene_17506" 7160 4571 6288 5948 5000 8107 7182 5460 4364 5502 5743 5608 7141 4423 5259 5923 6987 6158 5287 5649
"gene_17507" 252 96 279 285 117 120 230 293 87 129 202 154 42 129 121 170 193 220 156 215
"gene_17508" 174 124 172 159 115 165 140 186 158 187 61 70 114 128 19 117 69 98 89 95
"gene_17509" 8159 8944 9498 8741 9820 11416 10188 10410 10550 10778 8272 8151 8483 8816 9553 8465 9722 9307 8486 8630
"gene_17510" 113 62 157 87 81 74 71 101 104 122 82 84 75 196 184 53 27 35 106 35
"gene_17511" 2082 1905 2105 2042 1820 1917 1346 2125 1552 1761 1873 1572 1808 1616 1616 2447 2378 2463 2426 2206
"gene_17512" 1617 1731 1500 1617 1857 986 1660 1321 1328 1765 1628 1711 1367 1328 1675 1262 935 976 679 1017
"gene_17513" 5703 4813 5415 5895 6013 4036 5623 4589 6142 5850 6208 5814 5664 5927 5604 4482 4295 6499 4945 6224
"gene_17514" 75 94 162 98 121 113 182 115 97 153 101 123 117 72 126 72 81 97 94 71
"gene_17515" 355 231 269 508 434 364 381 403 311 397 248 157 177 161 287 366 548 257 482 383
"gene_17516" 1911 1994 1620 1980 2075 2025 1798 1600 1882 1714 1410 1953 1645 1828 1523 2061 2290 2285 1677 2159
"gene_17517" 270 368 369 382 143 214 67 91 88 114 174 148 111 146 112 211 164 194 254 212
"gene_17518" 418 468 341 477 392 307 359 318 386 610 410 549 458 561 613 356 430 350 434 462
"gene_17519" 3769 4081 3404 3859 3221 4517 3827 4085 5078 5913 4470 3928 4752 4803 4872 3284 4165 4003 5740 4048
"gene_17520" 282 225 178 216 218 303 172 266 139 305 115 230 190 229 279 87 124 149 103 93
"gene_17521" 466 535 469 547 580 443 457 599 512 431 317 255 226 363 440 585 530 427 402 463
"gene_17522" 120 132 191 84 138 216 196 215 318 262 94 142 101 175 227 74 197 112 151 128
"gene_17523" 480 767 482 742 349 858 936 779 659 815 502 1086 679 819 1161 561 756 753 784 623
"gene_17524" 102 164 140 177 140 81 45 63 57 29 87 74 27 29 60 81 55 68 61 91
"gene_17525" 322 121 172 174 183 233 232 219 204 211 438 543 451 691 505 625 570 494 589 712
"gene_17526" 54 32 39 33 43 18 52 51 63 44 72 70 54 96 74 91 122 100 93 92
"gene_17527" 842 758 712 936 755 1063 769 765 574 919 752 707 874 1139 788 1221 726 1029 808 997
"gene_17528" 810 1153 966 1101 1348 1416 1565 1511 1184 1648 1551 1418 1122 1027 1031 927 1175 1109 1071 942
"gene_17529" 48 45 33 36 59 24 63 32 38 52 103 78 80 56 90 30 16 11 12 15
"gene_17530" 15867 12648 10431 16401 14991 18288 17542 15697 15735 17577 14178 13653 13386 12782 13306 11195 12340 12873 8633 13183
"gene_17531" 92 26 70 36 104 3 8 3 11 4 22 10 5 22 6 38 55 87 28 29
"gene_17532" 255 394 331 253 262 311 72 202 260 125 219 211 213 229 247 177 225 135 176 140
"gene_17533" 180 127 104 118 77 193 212 161 168 193 278 217 218 279 332 141 208 235 265 219
"gene_17534" 120 48 117 95 91 201 319 280 165 136 120 133 140 77 95 162 74 122 132 189
"gene_17535" 205 219 342 362 307 277 227 345 282 341 291 327 354 375 479 207 383 284 207 223
"gene_17536" 553 345 175 414 333 335 411 279 202 332 364 468 347 547 418 232 246 373 223 308
"gene_17537" 17 40 72 60 51 41 26 34 29 16 11 9 26 32 21 3 0 4 5 1
"gene_17538" 1248 1207 1251 1048 1301 963 1089 1068 1198 1209 1553 868 1036 1179 1160 1414 1210 1502 1268 1485
"gene_17539" 11 0 10 8 4 0 0 0 0 0 10 11 9 8 0 32 20 68 18 21
"gene_17540" 3619 2584 2375 2410 3067 4862 4733 4703 4385 5328 4521 3241 4736 4478 4647 3750 3219 3990 3497 3474
"gene_17541" 2731 2985 3071 2751 3107 3580 2911 3991 3327 2643 6579 5428 5387 5071 5274 3513 3123 5550 3981 4111
"gene_17542" 538 757 381 536 475 577 498 521 344 370 723 1235 711 955 535 419 346 679 579 758
"gene_17543" 398 743 574 494 372 1021 875 1271 937 731 479 593 670 436 543 408 494 705 501 475
"gene_17544" 338 294 429 280 498 199 381 197 247 214 1109 1197 1002 1104 938 613 501 606 584 605
"gene_17545" 1759 1686 1923 1800 1985 1815 1986 2367 2232 1785 2599 2386 2736 2082 3118 2348 2058 2833 2768 1737
"gene_17546" 1181 883 603 722 572 915 1027 856 1058 910 662 951 568 469 686 336 487 377 271 742
"gene_17547" 3488 4007 6669 2643 4817 3215 4071 2558 4017 3783 2934 3262 2854 3255 2748 3634 3703 3527 3378 3485
"gene_17548" 1466 1093 1259 986 1508 745 775 863 894 792 1274 1227 938 921 1428 1582 981 1447 924 853
"gene_17549" 931 1047 673 408 1358 891 1337 1553 1523 942 1091 840 700 1175 767 1307 1087 1596 661 726
"gene_17550" 3925 3636 3507 3348 3788 1936 1778 1892 1702 1926 4964 4983 4731 4374 4869 3153 3006 3177 3582 3391
"gene_17551" 12890 10611 9994 10457 12047 9112 14258 10796 9889 11133 9644 8171 13451 10077 8542 11544 11689 11917 10441 8978
"gene_17552" 1799 1657 2565 1578 2057 1427 1226 1467 817 722 1785 2028 2207 2081 1540 1315 1711 1322 1689 1445
"gene_17553" 2412 2620 2965 3090 3238 2625 3149 2578 2759 2366 2820 2215 2687 3338 2937 2833 3069 2870 2768 2971
"gene_17554" 859 758 1156 1266 920 1078 1048 926 1219 1101 1334 1603 1728 1610 1818 1409 1553 1178 1649 1364
"gene_17555" 588 842 577 832 587 729 668 605 664 569 432 410 526 404 394 125 270 262 361 182
"gene_17556" 2391 2710 2599 2385 2446 1618 1737 1860 2379 2012 3281 2903 2835 2801 3296 2509 2422 3251 2866 2429
"gene_17557" 5054 6174 3785 4550 4843 5158 4507 6868 5741 4912 5695 5484 5357 5272 6131 3536 3357 4083 3611 3195
"gene_17558" 74 82 94 76 92 16 13 46 34 23 80 105 161 86 44 63 42 73 27 34
"gene_17559" 70 60 81 40 78 76 63 54 84 54 94 100 56 153 58 239 155 157 212 283
"gene_17560" 1 1 8 14 1 1 3 1 0 1 0 0 0 0 0 0 0 0 0 0
"gene_17561" 3350 3546 2692 2780 3338 3371 2945 2811 3617 2564 3431 3445 3291 3530 3326 2855 3250 2686 2896 3733
"gene_17562" 12435 8090 19480 14232 10285 10264 10453 10686 9925 9411 15525 12238 11512 8534 11260 8419 9911 9739 9951 9112
"gene_17563" 942 1123 1087 887 1110 516 385 344 470 404 594 640 632 556 482 948 722 960 781 824
"gene_17564" 778 731 1143 701 1096 1184 1338 1117 1059 1527 912 1097 965 1066 1161 947 1420 1580 1151 1319
"gene_17565" 197 196 142 178 284 25 23 86 62 19 242 172 335 224 343 179 88 49 61 103
"gene_17566" 6927 7810 5963 7432 5630 6072 7502 7329 7644 5765 7175 6559 8375 6825 9011 8590 8885 7926 7584 10124
"gene_17567" 934 1091 1020 995 941 851 896 734 1022 832 891 777 943 787 774 712 702 679 915 665
"gene_17568" 217 255 262 236 185 184 141 187 207 223 391 961 813 309 421 212 344 273 302 266
"gene_17569" 297 285 275 304 327 550 223 320 290 315 127 267 252 377 224 134 158 281 147 199
"gene_17570" 470 613 438 623 404 474 312 555 658 530 226 200 147 295 246 173 347 269 373 262
"gene_17571" 99 78 71 73 103 159 88 124 94 140 142 105 162 132 117 75 98 76 83 71
"gene_17572" 0 0 0 0 0 9 4 1 20 5 0 0 0 0 0 2 4 4 6 14
"gene_17573" 138 107 168 117 204 542 344 284 337 283 694 559 513 525 656 440 495 448 352 368
"gene_17574" 468 520 496 669 450 542 296 357 315 424 594 385 412 468 494 556 408 443 408 531
"gene_17575" 380 393 490 526 380 427 446 482 451 397 601 525 425 531 578 400 497 391 482 424
"gene_17576" 89 48 105 58 55 61 50 60 70 42 146 28 32 46 53 57 46 41 72 39
"gene_17577" 1926 1767 1850 1420 1970 1126 1859 1650 1971 1598 1799 1824 1141 1410 1423 2027 2158 2204 2120 2017
"gene_17578" 155 142 122 186 110 493 321 566 185 392 205 222 239 166 201 396 260 487 247 334
"gene_17579" 10 3 5 4 11 0 0 0 0 0 15 4 3 3 0 14 0 6 1 16
"gene_17580" 173 214 208 182 247 262 186 254 108 283 202 175 240 225 244 89 85 159 103 130
"gene_17581" 13661 13223 15047 11956 13350 15340 17083 16176 15291 16380 11423 17397 11800 12201 14052 13509 18643 16259 14082 15296
"gene_17582" 589 512 478 610 520 411 328 398 378 363 648 557 598 654 560 697 637 470 312 509
"gene_17583" 388 587 328 411 358 750 701 541 549 676 442 813 664 528 534 356 373 365 520 290
